JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Files_Downloaded__c,No_of_Report_Run__c,Page_Views__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 66,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 66 - Production USA Instance,77,36,142,10,227,41,542,2179,10957
Adoption Test - Account 67,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 67 - Production USA Instance,9,36,156,53,183,55,2,2348,19577
Adoption Test - Account 68,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 68 - Production USA Instance,13,32,61,92,137,49,751,2550,2111
Adoption Test - Account 69,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 69 - Production USA Instance,60,25,169,25,241,40,99,1623,2251
Adoption Test - Account 70,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 70 - Production USA Instance,17,18,108,68,208,3,225,7040,11326
Adoption Test - Account 71,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 71 - Production USA Instance,76,16,77,46,154,32,173,873,10950
Adoption Test - Account 72,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 72 - Production USA Instance,54,46,128,61,185,10,294,9895,9712
Adoption Test - Account 73,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 73 - Production USA Instance,53,15,139,82,239,15,658,4408,6186
Adoption Test - Account 74,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 74 - Production USA Instance,76,35,133,103,177,19,884,5920,8561
Adoption Test - Account 75,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 75 - Production USA Instance,40,44,98,118,183,41,466,2004,8603
Adoption Test - Account 76,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 76 - Production USA Instance,6,25,83,47,106,27,998,2456,10394
Adoption Test - Account 77,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 77 - Production USA Instance,68,42,103,77,247,27,767,9355,10472
Adoption Test - Account 78,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 78 - Production USA Instance,96,47,181,15,184,58,224,7611,16347
Adoption Test - Account 79,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 79 - Production USA Instance,76,38,129,110,207,10,540,9858,3417
Adoption Test - Account 80,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 80 - Production USA Instance,30,50,182,95,131,54,807,5882,18959
Adoption Test - Account 81,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 81 - Production USA Instance,60,36,74,135,234,55,408,2557,4562
Adoption Test - Account 82,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 82 - Production USA Instance,48,27,55,58,110,11,369,3862,11147
Adoption Test - Account 83,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 83 - Production USA Instance,96,27,74,61,157,53,718,9976,3470
Adoption Test - Account 84,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 84 - Production USA Instance,97,31,91,143,104,10,748,661,18360
Adoption Test - Account 85,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 85 - Production USA Instance,1,44,165,145,187,26,593,2306,18411
Adoption Test - Account 86,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 86 - Production USA Instance,39,30,96,130,177,31,869,6090,19957
Adoption Test - Account 87,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 87 - Production USA Instance,32,40,169,96,214,4,665,7194,16665
Adoption Test - Account 88,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 88 - Production USA Instance,71,14,57,43,119,49,687,8992,8851
Adoption Test - Account 89,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 89 - Production USA Instance,76,39,66,105,224,51,341,5702,7136
Adoption Test - Account 90,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 90 - Production USA Instance,24,24,168,115,203,52,917,5065,19338
Adoption Test - Account 91,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 91 - Production USA Instance,98,16,80,30,103,27,735,4712,13710
Adoption Test - Account 92,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 92 - Production USA Instance,10,32,96,128,218,38,582,9185,5699
Adoption Test - Account 93,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 93 - Production USA Instance,29,41,66,125,185,10,30,2722,15751
Adoption Test - Account 94,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 94 - Production USA Instance,0,10,185,96,103,11,435,7570,11780
Adoption Test - Account 95,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 95 - Production USA Instance,69,31,141,109,132,46,843,8321,3020
Adoption Test - Account 96,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 96 - Production USA Instance,43,29,80,48,153,17,64,3463,15783
Adoption Test - Account 97,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 97 - Production USA Instance,48,48,89,44,174,21,66,519,11124
Adoption Test - Account 98,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 98 - Production USA Instance,37,38,50,105,160,13,738,1439,455
Adoption Test - Account 99,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 99 - Production USA Instance,62,50,120,11,238,15,496,1388,13716
Adoption Test - Account 100,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 100 - Production USA Instance,26,49,132,92,222,25,395,1037,19640
Adoption Test - Account 101,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 101 - Production USA Instance,19,29,65,64,223,4,957,2617,10428
Adoption Test - Account 102,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 102 - Production USA Instance,26,12,111,40,197,60,177,3076,11375
Adoption Test - Account 103,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 103 - Production USA Instance,7,49,116,14,245,20,963,8935,8248
Adoption Test - Account 104,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 104 - Production USA Instance,74,32,190,72,217,25,557,9857,12613
Adoption Test - Account 105,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 105 - Production USA Instance,58,31,77,43,204,17,915,2835,7310
Adoption Test - Account 106,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 106 - Production USA Instance,22,33,96,87,248,26,936,6290,19532
Adoption Test - Account 107,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 107 - Production USA Instance,61,39,198,27,128,60,723,2564,4290
Adoption Test - Account 108,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 108 - Production USA Instance,45,17,88,114,192,59,964,6799,5738
Adoption Test - Account 109,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 109 - Production USA Instance,9,18,80,144,110,34,843,7609,19333
Adoption Test - Account 110,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 110 - Production USA Instance,38,41,115,68,171,58,43,5507,17709
Adoption Test - Account 111,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 111 - Production USA Instance,19,35,91,57,123,10,315,2785,630
Adoption Test - Account 112,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 112 - Production USA Instance,66,23,191,43,130,11,905,2736,18096
Adoption Test - Account 113,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 113 - Production USA Instance,37,41,191,43,233,20,966,5260,15671
Adoption Test - Account 114,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 114 - Production USA Instance,48,48,118,100,176,21,363,1041,11004
Adoption Test - Account 115,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 115 - Production USA Instance,26,47,132,57,210,1,566,1366,12676
Adoption Test - Account 116,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 116 - Production USA Instance,59,14,184,79,171,51,425,4614,15319
Adoption Test - Account 117,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 117 - Production USA Instance,64,41,97,94,148,51,505,4865,13547
Adoption Test - Account 118,INSTANCELEVEL,-12,Production USA Instance,Adoption Test - Account 118 - Production USA Instance,86,16,117,142,201,39,640,2877,9369
Adoption Test - Account 1,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 1 - Production USA Instance,74,28,88,144,234,58,717,6514,2519
Adoption Test - Account 2,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 2 - Production USA Instance,56,34,109,103,157,39,358,6682,10550
Adoption Test - Account 3,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 3 - Production USA Instance,96,33,98,45,224,21,236,877,7868
Adoption Test - Account 4,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 4 - Production USA Instance,25,46,126,21,110,3,613,4999,7725
Adoption Test - Account 5,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 5 - Production USA Instance,68,12,122,95,165,30,101,6940,16273
Adoption Test - Account 6,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 6 - Production USA Instance,31,10,129,9,165,60,909,2483,14752
Adoption Test - Account 7,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 7 - Production USA Instance,67,13,53,55,127,30,765,6906,18472
Adoption Test - Account 8,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 8 - Production USA Instance,4,46,188,148,121,27,162,3570,8777
Adoption Test - Account 9,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 9 - Production USA Instance,62,50,125,120,138,3,465,4035,6797
Adoption Test - Account 10,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 10 - Production USA Instance,14,39,109,52,223,54,208,2087,14898
Adoption Test - Account 11,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 11 - Production USA Instance,41,49,155,91,225,20,592,2538,6148
Adoption Test - Account 12,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 12 - Production USA Instance,60,12,93,150,170,54,738,7440,18441
Adoption Test - Account 13,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 13 - Production USA Instance,18,25,155,72,191,1,100,6129,9402
Adoption Test - Account 14,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 14 - Production USA Instance,8,19,129,45,179,32,689,3345,186
Adoption Test - Account 15,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 15 - Production USA Instance,56,15,172,145,102,31,129,4268,9643
Adoption Test - Account 16,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 16 - Production USA Instance,2,17,66,100,236,7,377,6723,6947
Adoption Test - Account 17,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 17 - Production USA Instance,29,13,128,10,107,15,980,1619,6378
Adoption Test - Account 18,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 18 - Production USA Instance,13,42,189,97,183,15,450,8298,2035
Adoption Test - Account 19,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 19 - Production USA Instance,1,21,132,59,168,58,64,7093,14729
Adoption Test - Account 20,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 20 - Production USA Instance,13,46,198,6,137,45,928,7139,7923
Adoption Test - Account 21,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 21 - Production USA Instance,46,11,195,126,153,34,319,3482,9639
Adoption Test - Account 22,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 22 - Production USA Instance,9,10,64,107,215,12,421,6202,17861
Adoption Test - Account 23,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 23 - Production USA Instance,50,29,125,81,247,42,36,1495,13512
Adoption Test - Account 24,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 24 - Production USA Instance,26,31,161,132,183,56,485,2386,15420
Adoption Test - Account 25,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 25 - Production USA Instance,32,48,101,112,235,13,173,9128,7734
Adoption Test - Account 26,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 26 - Production USA Instance,97,32,109,133,236,55,199,1185,16262
Adoption Test - Account 27,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 27 - Production USA Instance,84,23,62,83,173,26,237,6588,7500
Adoption Test - Account 28,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 28 - Production USA Instance,44,17,101,82,234,49,64,372,17932
Adoption Test - Account 29,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 29 - Production USA Instance,55,16,52,138,135,3,257,5239,3052
Adoption Test - Account 30,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 30 - Production USA Instance,74,13,144,93,102,21,462,3551,11267
Adoption Test - Account 31,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 31 - Production USA Instance,89,42,132,14,135,28,770,7457,15260
Adoption Test - Account 32,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 32 - Production USA Instance,18,27,175,141,157,56,430,6818,14282
Adoption Test - Account 33,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 33 - Production USA Instance,30,26,75,28,228,30,487,5518,16281
Adoption Test - Account 34,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 34 - Production USA Instance,51,30,176,96,197,45,469,7937,17343
Adoption Test - Account 35,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 35 - Production USA Instance,94,29,187,44,227,45,663,4507,7161
Adoption Test - Account 36,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 36 - Production USA Instance,51,50,88,141,148,18,206,5617,8888
Adoption Test - Account 37,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 37 - Production USA Instance,93,14,161,144,187,56,265,2175,5067
Adoption Test - Account 38,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 38 - Production USA Instance,23,42,192,126,196,30,175,735,4910
Adoption Test - Account 39,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 39 - Production USA Instance,75,20,117,41,110,13,933,3767,9441
Adoption Test - Account 40,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 40 - Production USA Instance,77,40,168,80,165,51,927,2403,13174
Adoption Test - Account 41,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 41 - Production USA Instance,53,32,131,29,144,21,551,8482,1434
Adoption Test - Account 42,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 42 - Production USA Instance,19,38,131,73,129,37,216,9717,9922
Adoption Test - Account 43,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 43 - Production USA Instance,100,47,168,15,145,27,276,1350,4012
Adoption Test - Account 44,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 44 - Production USA Instance,49,28,111,133,220,15,135,9860,102
Adoption Test - Account 45,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 45 - Production USA Instance,78,28,73,41,178,28,953,7698,15399
Adoption Test - Account 46,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 46 - Production USA Instance,60,16,57,37,182,33,300,2559,4678
Adoption Test - Account 47,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 47 - Production USA Instance,56,36,59,46,225,38,871,77,19702
Adoption Test - Account 48,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 48 - Production USA Instance,41,21,69,77,205,60,971,4124,7062
Adoption Test - Account 49,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 49 - Production USA Instance,68,43,159,103,136,21,952,7147,19635
Adoption Test - Account 50,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 50 - Production USA Instance,74,24,81,61,248,50,904,7732,8417
Adoption Test - Account 51,INSTANCELEVEL,-11,Production USA Instance,Adoption Test - Account 51 - Production USA Instance,23,10,157,27,155,36,357,4171,12508
