JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 57,ACCOUNTLEVEL,-25,11,50,143,140,246,9,884,2633,8853
Adoption Test - Account 58,ACCOUNTLEVEL,-25,65,44,174,130,167,50,340,2783,4070
Adoption Test - Account 59,ACCOUNTLEVEL,-25,81,18,51,135,204,46,359,8741,15052
Adoption Test - Account 60,ACCOUNTLEVEL,-25,91,44,200,92,108,29,849,1215,1317
Adoption Test - Account 61,ACCOUNTLEVEL,-25,70,24,136,43,234,24,31,809,19557
Adoption Test - Account 62,ACCOUNTLEVEL,-25,93,32,51,126,161,37,256,6533,10332
Adoption Test - Account 63,ACCOUNTLEVEL,-25,74,32,151,124,148,17,827,8550,19209
Adoption Test - Account 64,ACCOUNTLEVEL,-25,23,15,182,137,124,29,756,2134,11050
Adoption Test - Account 65,ACCOUNTLEVEL,-25,85,30,140,126,145,44,183,330,7987
Adoption Test - Account 66,ACCOUNTLEVEL,-25,63,39,92,5,131,48,734,3873,5304
Adoption Test - Account 67,ACCOUNTLEVEL,-25,26,30,163,139,105,29,591,4386,2085
Adoption Test - Account 68,ACCOUNTLEVEL,-25,11,43,100,19,114,46,489,2992,1909
Adoption Test - Account 69,ACCOUNTLEVEL,-25,79,35,158,140,134,48,224,8047,14929
Adoption Test - Account 70,ACCOUNTLEVEL,-25,53,32,56,123,153,13,242,2002,17076
Adoption Test - Account 71,ACCOUNTLEVEL,-25,27,25,51,75,120,26,634,2099,726
Adoption Test - Account 72,ACCOUNTLEVEL,-25,74,29,170,148,172,23,535,9811,19825
Adoption Test - Account 73,ACCOUNTLEVEL,-25,10,42,172,70,145,16,205,8617,18356
Adoption Test - Account 74,ACCOUNTLEVEL,-25,1,23,133,12,221,35,555,8223,4209
Adoption Test - Account 75,ACCOUNTLEVEL,-25,4,15,83,85,234,9,358,4125,17490
Adoption Test - Account 76,ACCOUNTLEVEL,-25,19,24,104,56,200,60,238,7057,16607
Adoption Test - Account 77,ACCOUNTLEVEL,-25,11,13,154,100,207,9,121,8592,18558
Adoption Test - Account 78,ACCOUNTLEVEL,-25,71,23,159,67,109,28,214,844,4766
Adoption Test - Account 79,ACCOUNTLEVEL,-25,84,32,127,14,248,34,704,6855,7799
Adoption Test - Account 80,ACCOUNTLEVEL,-25,90,43,170,98,139,10,419,418,17142
Adoption Test - Account 81,ACCOUNTLEVEL,-25,97,13,50,95,203,44,683,5998,14097
Adoption Test - Account 82,ACCOUNTLEVEL,-25,85,23,153,76,149,3,801,9724,15961
Adoption Test - Account 83,ACCOUNTLEVEL,-25,23,32,188,22,250,25,875,6216,3098
Adoption Test - Account 84,ACCOUNTLEVEL,-25,38,31,184,87,202,26,105,8981,11774
Adoption Test - Account 85,ACCOUNTLEVEL,-25,82,29,158,120,151,40,938,2348,14618
Adoption Test - Account 86,ACCOUNTLEVEL,-25,86,29,87,129,153,50,201,6498,17521
Adoption Test - Account 87,ACCOUNTLEVEL,-25,78,46,119,89,182,47,47,8018,7431
Adoption Test - Account 88,ACCOUNTLEVEL,-25,22,10,67,46,247,60,138,1740,1107
Adoption Test - Account 89,ACCOUNTLEVEL,-25,15,18,77,136,160,14,193,7282,9476
Adoption Test - Account 90,ACCOUNTLEVEL,-25,50,31,193,64,179,44,20,9313,7054
Adoption Test - Account 91,ACCOUNTLEVEL,-25,92,43,93,63,141,49,605,7141,11214
Adoption Test - Account 92,ACCOUNTLEVEL,-25,71,48,57,10,147,13,575,4409,15835
Adoption Test - Account 93,ACCOUNTLEVEL,-25,50,25,156,71,119,2,293,6827,7989
Adoption Test - Account 94,ACCOUNTLEVEL,-25,73,38,181,4,246,20,281,7434,11913
Adoption Test - Account 95,ACCOUNTLEVEL,-25,78,43,62,19,245,20,822,8650,9926
Adoption Test - Account 96,ACCOUNTLEVEL,-25,12,35,115,94,116,14,620,8380,10304
Adoption Test - Account 97,ACCOUNTLEVEL,-25,3,37,77,120,158,46,10,7143,4669
Adoption Test - Account 98,ACCOUNTLEVEL,-25,16,34,153,118,186,39,301,8624,14451
Adoption Test - Account 99,ACCOUNTLEVEL,-25,4,49,178,47,100,14,988,5145,15971
Adoption Test - Account 100,ACCOUNTLEVEL,-25,91,25,154,65,139,8,620,7981,2425
Adoption Test - Account 101,ACCOUNTLEVEL,-25,58,34,90,107,139,14,173,2633,19245
Adoption Test - Account 102,ACCOUNTLEVEL,-25,7,29,97,88,163,23,690,942,17935
Adoption Test - Account 103,ACCOUNTLEVEL,-25,83,30,161,104,141,25,548,3520,17073
Adoption Test - Account 104,ACCOUNTLEVEL,-25,88,33,114,103,223,50,447,5874,16991
Adoption Test - Account 105,ACCOUNTLEVEL,-25,96,16,128,80,102,25,649,1254,12772
Adoption Test - Account 106,ACCOUNTLEVEL,-25,20,28,173,90,161,38,940,7954,13885
Adoption Test - Account 107,ACCOUNTLEVEL,-25,84,15,127,117,246,18,763,5152,14338
Adoption Test - Account 108,ACCOUNTLEVEL,-25,79,47,181,54,210,5,191,1425,19322
Adoption Test - Account 109,ACCOUNTLEVEL,-25,47,49,150,49,176,59,838,98,18719
Adoption Test - Account 110,ACCOUNTLEVEL,-25,43,48,185,148,161,12,164,7145,1412
Adoption Test - Account 111,ACCOUNTLEVEL,-25,77,50,189,106,181,60,85,5774,13968
Adoption Test - Account 112,ACCOUNTLEVEL,-25,31,13,79,93,168,5,141,3604,5732
Adoption Test - Account 113,ACCOUNTLEVEL,-25,90,31,182,93,246,54,294,4166,3920
Adoption Test - Account 114,ACCOUNTLEVEL,-25,42,11,152,70,167,60,567,8980,13368
Adoption Test - Account 115,ACCOUNTLEVEL,-25,20,18,63,104,172,5,766,5902,13102
Adoption Test - Account 116,ACCOUNTLEVEL,-25,66,48,191,42,200,56,648,7991,7265
Adoption Test - Account 117,ACCOUNTLEVEL,-25,19,42,164,39,120,35,366,4802,4191
Adoption Test - Account 118,ACCOUNTLEVEL,-25,6,29,147,148,147,42,686,5169,9366
Adoption Test - Account 1,ACCOUNTLEVEL,-24,9,49,80,6,180,4,888,1872,15396
Adoption Test - Account 2,ACCOUNTLEVEL,-24,57,15,196,129,144,21,890,3462,3121
Adoption Test - Account 3,ACCOUNTLEVEL,-24,34,45,152,10,134,34,78,4241,4346
Adoption Test - Account 4,ACCOUNTLEVEL,-24,56,44,74,81,150,23,859,3153,17321
Adoption Test - Account 5,ACCOUNTLEVEL,-24,16,39,141,54,108,57,880,8731,10598
Adoption Test - Account 6,ACCOUNTLEVEL,-24,17,39,184,148,139,44,525,4209,19951
Adoption Test - Account 7,ACCOUNTLEVEL,-24,56,18,139,67,101,17,971,3626,7981
Adoption Test - Account 8,ACCOUNTLEVEL,-24,25,45,113,12,179,55,857,8363,6496
Adoption Test - Account 9,ACCOUNTLEVEL,-24,91,34,159,7,123,29,717,3206,11139
Adoption Test - Account 10,ACCOUNTLEVEL,-24,84,30,179,87,167,25,51,6850,6063
Adoption Test - Account 11,ACCOUNTLEVEL,-24,97,12,76,92,190,44,238,3132,3920
Adoption Test - Account 12,ACCOUNTLEVEL,-24,53,15,99,91,238,26,41,3210,4194
Adoption Test - Account 13,ACCOUNTLEVEL,-24,14,45,101,71,163,25,866,2751,10978
Adoption Test - Account 14,ACCOUNTLEVEL,-24,26,47,70,29,229,59,314,3935,15953
Adoption Test - Account 15,ACCOUNTLEVEL,-24,64,36,173,17,164,15,562,1045,3357
Adoption Test - Account 16,ACCOUNTLEVEL,-24,63,18,132,18,116,32,852,1696,4923
Adoption Test - Account 17,ACCOUNTLEVEL,-24,16,30,73,0,145,28,869,4669,16947
Adoption Test - Account 18,ACCOUNTLEVEL,-24,37,39,52,68,120,47,420,4939,16587
Adoption Test - Account 19,ACCOUNTLEVEL,-24,40,19,177,47,187,50,899,9638,18227
Adoption Test - Account 20,ACCOUNTLEVEL,-24,27,17,106,13,151,12,283,5974,8929
Adoption Test - Account 21,ACCOUNTLEVEL,-24,91,44,120,128,247,24,594,7377,9182
Adoption Test - Account 22,ACCOUNTLEVEL,-24,48,14,137,97,169,21,945,4231,1928
Adoption Test - Account 23,ACCOUNTLEVEL,-24,28,44,165,95,160,7,519,2781,19487
Adoption Test - Account 24,ACCOUNTLEVEL,-24,73,29,86,82,146,21,156,4074,13489
Adoption Test - Account 25,ACCOUNTLEVEL,-24,16,15,127,81,198,48,224,9515,1370
Adoption Test - Account 26,ACCOUNTLEVEL,-24,79,12,122,73,206,6,466,5503,16878
Adoption Test - Account 27,ACCOUNTLEVEL,-24,51,43,79,109,215,56,729,226,10154
Adoption Test - Account 28,ACCOUNTLEVEL,-24,3,18,81,100,142,12,165,57,13284
Adoption Test - Account 29,ACCOUNTLEVEL,-24,26,12,184,26,129,2,336,9988,11894
Adoption Test - Account 30,ACCOUNTLEVEL,-24,67,18,151,26,247,30,916,6802,11655
Adoption Test - Account 31,ACCOUNTLEVEL,-24,56,44,91,50,103,23,599,5898,10613
Adoption Test - Account 32,ACCOUNTLEVEL,-24,0,22,89,67,148,56,384,5168,18622
Adoption Test - Account 33,ACCOUNTLEVEL,-24,56,28,172,112,226,16,334,7201,9279
Adoption Test - Account 34,ACCOUNTLEVEL,-24,26,33,200,48,211,5,758,1377,8606
Adoption Test - Account 35,ACCOUNTLEVEL,-24,25,37,178,105,245,49,965,2348,8958
Adoption Test - Account 36,ACCOUNTLEVEL,-24,55,14,108,31,239,50,669,6305,18080
Adoption Test - Account 37,ACCOUNTLEVEL,-24,57,46,113,88,161,5,16,8970,9490
Adoption Test - Account 38,ACCOUNTLEVEL,-24,69,50,154,138,195,6,634,7034,17476
Adoption Test - Account 39,ACCOUNTLEVEL,-24,2,27,77,74,137,26,844,3919,11020
Adoption Test - Account 40,ACCOUNTLEVEL,-24,91,12,121,125,102,48,577,4724,6332
Adoption Test - Account 41,ACCOUNTLEVEL,-24,36,43,116,43,196,8,941,9869,4375
Adoption Test - Account 42,ACCOUNTLEVEL,-24,58,47,62,145,237,36,802,4043,6768
Adoption Test - Account 43,ACCOUNTLEVEL,-24,48,25,145,80,217,51,333,4834,19062
Adoption Test - Account 44,ACCOUNTLEVEL,-24,76,40,167,60,226,22,738,8702,6808
Adoption Test - Account 45,ACCOUNTLEVEL,-24,47,28,171,85,225,42,343,3448,8520
Adoption Test - Account 46,ACCOUNTLEVEL,-24,36,44,186,22,156,36,749,9565,7087
Adoption Test - Account 47,ACCOUNTLEVEL,-24,0,30,75,52,226,42,826,4364,19161
Adoption Test - Account 48,ACCOUNTLEVEL,-24,81,48,80,148,128,39,916,5891,17044
Adoption Test - Account 49,ACCOUNTLEVEL,-24,14,44,159,8,211,19,373,1944,1021
Adoption Test - Account 50,ACCOUNTLEVEL,-24,50,35,161,149,145,37,406,9436,18163
Adoption Test - Account 51,ACCOUNTLEVEL,-24,86,44,90,55,230,5,559,5592,2242
Adoption Test - Account 52,ACCOUNTLEVEL,-24,11,35,174,15,170,3,900,4331,9078
Adoption Test - Account 53,ACCOUNTLEVEL,-24,29,47,112,116,198,6,339,4705,1663
Adoption Test - Account 54,ACCOUNTLEVEL,-24,77,25,117,88,199,36,38,2454,995
Adoption Test - Account 55,ACCOUNTLEVEL,-24,29,45,73,7,183,40,977,4514,7192
Adoption Test - Account 56,ACCOUNTLEVEL,-24,64,35,165,68,123,16,679,2936,15893
Adoption Test - Account 57,ACCOUNTLEVEL,-24,57,48,84,148,171,9,303,4279,17484
Adoption Test - Account 58,ACCOUNTLEVEL,-24,5,44,94,149,146,19,95,2142,19110
Adoption Test - Account 59,ACCOUNTLEVEL,-24,31,49,147,99,109,53,185,909,9534
Adoption Test - Account 60,ACCOUNTLEVEL,-24,5,30,108,123,147,29,602,5091,6661
Adoption Test - Account 61,ACCOUNTLEVEL,-24,58,40,178,42,243,36,590,6322,2188
Adoption Test - Account 62,ACCOUNTLEVEL,-24,57,14,120,68,228,54,335,1400,7735
Adoption Test - Account 63,ACCOUNTLEVEL,-24,62,46,119,27,176,12,377,1143,17068
Adoption Test - Account 64,ACCOUNTLEVEL,-24,65,11,81,51,219,46,688,7241,19432
Adoption Test - Account 65,ACCOUNTLEVEL,-24,1,10,176,33,199,35,780,4604,16624
Adoption Test - Account 66,ACCOUNTLEVEL,-24,85,40,163,6,141,56,975,3129,4564
Adoption Test - Account 67,ACCOUNTLEVEL,-24,59,44,160,131,143,17,171,4048,19150
Adoption Test - Account 68,ACCOUNTLEVEL,-24,48,24,178,120,204,51,303,4050,7684
Adoption Test - Account 69,ACCOUNTLEVEL,-24,17,28,92,48,196,23,810,7924,2676
Adoption Test - Account 70,ACCOUNTLEVEL,-24,96,37,72,142,237,59,267,5554,17904
Adoption Test - Account 71,ACCOUNTLEVEL,-24,23,44,167,75,223,7,808,5495,12560
Adoption Test - Account 72,ACCOUNTLEVEL,-24,84,13,167,123,166,38,933,9062,16530
Adoption Test - Account 73,ACCOUNTLEVEL,-24,61,48,125,25,209,3,989,6326,17905
Adoption Test - Account 74,ACCOUNTLEVEL,-24,28,32,178,108,167,49,635,5291,19771
Adoption Test - Account 75,ACCOUNTLEVEL,-24,85,41,177,11,211,28,73,139,3869
Adoption Test - Account 76,ACCOUNTLEVEL,-24,37,42,79,124,182,13,727,5558,2451
Adoption Test - Account 77,ACCOUNTLEVEL,-24,61,29,145,133,200,57,284,6152,12970
Adoption Test - Account 78,ACCOUNTLEVEL,-24,30,24,182,32,103,23,632,8560,10190
Adoption Test - Account 79,ACCOUNTLEVEL,-24,3,40,64,57,159,20,487,415,7067
Adoption Test - Account 80,ACCOUNTLEVEL,-24,9,16,109,150,202,54,542,4879,19955
Adoption Test - Account 81,ACCOUNTLEVEL,-24,12,16,159,73,238,7,561,2568,6180
Adoption Test - Account 82,ACCOUNTLEVEL,-24,35,22,164,138,144,21,415,1997,5630
Adoption Test - Account 83,ACCOUNTLEVEL,-24,10,18,164,39,177,18,673,4733,9396
Adoption Test - Account 84,ACCOUNTLEVEL,-24,74,10,65,139,214,39,219,3648,8887
Adoption Test - Account 85,ACCOUNTLEVEL,-24,21,18,60,121,220,35,347,7461,17213
Adoption Test - Account 86,ACCOUNTLEVEL,-24,75,11,151,29,175,28,780,7565,6917
Adoption Test - Account 87,ACCOUNTLEVEL,-24,64,22,132,123,124,45,696,4637,13076
Adoption Test - Account 88,ACCOUNTLEVEL,-24,19,43,157,126,152,49,374,9976,3434
Adoption Test - Account 89,ACCOUNTLEVEL,-24,19,41,99,134,128,4,514,5672,10828
Adoption Test - Account 90,ACCOUNTLEVEL,-24,37,15,138,138,112,10,645,6752,12832
Adoption Test - Account 91,ACCOUNTLEVEL,-24,9,39,187,91,241,57,614,9512,4002
Adoption Test - Account 92,ACCOUNTLEVEL,-24,52,34,93,76,107,39,279,4193,8042
Adoption Test - Account 93,ACCOUNTLEVEL,-24,56,28,181,117,128,11,87,5123,544
Adoption Test - Account 94,ACCOUNTLEVEL,-24,93,22,83,55,203,38,771,8877,4188
Adoption Test - Account 95,ACCOUNTLEVEL,-24,36,27,128,43,144,34,502,8060,1162
Adoption Test - Account 96,ACCOUNTLEVEL,-24,21,43,153,150,130,8,544,1315,7403
Adoption Test - Account 97,ACCOUNTLEVEL,-24,6,12,83,17,115,29,369,1032,6271
Adoption Test - Account 98,ACCOUNTLEVEL,-24,68,14,168,102,197,1,69,2560,3838
Adoption Test - Account 99,ACCOUNTLEVEL,-24,35,14,130,11,181,52,93,4803,4047
Adoption Test - Account 100,ACCOUNTLEVEL,-24,94,15,197,104,144,36,836,6103,7632
Adoption Test - Account 101,ACCOUNTLEVEL,-24,20,38,73,127,210,14,763,772,8370
Adoption Test - Account 102,ACCOUNTLEVEL,-24,15,21,181,75,113,8,725,776,15701
Adoption Test - Account 103,ACCOUNTLEVEL,-24,97,24,128,29,114,5,135,4096,17893
Adoption Test - Account 104,ACCOUNTLEVEL,-24,29,17,191,51,236,11,11,6176,8700
Adoption Test - Account 105,ACCOUNTLEVEL,-24,72,48,69,6,161,16,506,6256,7738
Adoption Test - Account 106,ACCOUNTLEVEL,-24,8,32,179,63,218,47,250,3538,17043
Adoption Test - Account 107,ACCOUNTLEVEL,-24,96,22,124,21,246,7,783,2046,4817
Adoption Test - Account 108,ACCOUNTLEVEL,-24,6,14,182,111,209,40,221,9564,12903
Adoption Test - Account 109,ACCOUNTLEVEL,-24,54,27,105,44,215,24,168,5302,18927
Adoption Test - Account 110,ACCOUNTLEVEL,-24,41,35,177,39,190,5,721,6892,2079
Adoption Test - Account 111,ACCOUNTLEVEL,-24,53,14,100,72,177,60,280,1493,9299
Adoption Test - Account 112,ACCOUNTLEVEL,-24,6,48,159,150,213,18,501,6795,15807
Adoption Test - Account 113,ACCOUNTLEVEL,-24,25,22,53,130,172,43,235,4762,5097
Adoption Test - Account 114,ACCOUNTLEVEL,-24,55,24,89,70,100,15,253,8282,16813
Adoption Test - Account 115,ACCOUNTLEVEL,-24,46,30,66,120,173,22,292,1905,8581
Adoption Test - Account 116,ACCOUNTLEVEL,-24,72,43,115,52,208,2,942,754,16887
Adoption Test - Account 117,ACCOUNTLEVEL,-24,8,33,109,110,206,52,550,1285,11674
Adoption Test - Account 118,ACCOUNTLEVEL,-24,0,17,64,150,162,59,699,4513,7430
Adoption Test - Account 1,ACCOUNTLEVEL,-23,37,39,110,74,183,1,743,1241,11869
Adoption Test - Account 2,ACCOUNTLEVEL,-23,36,34,168,108,158,43,70,3860,19659
Adoption Test - Account 3,ACCOUNTLEVEL,-23,67,17,86,21,102,52,494,5186,2651
Adoption Test - Account 4,ACCOUNTLEVEL,-23,60,29,120,138,137,56,452,6624,13447
Adoption Test - Account 5,ACCOUNTLEVEL,-23,90,28,171,6,148,45,219,6394,11892
Adoption Test - Account 6,ACCOUNTLEVEL,-23,30,45,54,79,209,17,595,7082,2662
Adoption Test - Account 7,ACCOUNTLEVEL,-23,44,39,85,92,248,34,968,6139,8695
Adoption Test - Account 8,ACCOUNTLEVEL,-23,41,27,121,61,105,10,242,692,1267
Adoption Test - Account 9,ACCOUNTLEVEL,-23,16,24,109,143,171,6,82,1748,18864
Adoption Test - Account 10,ACCOUNTLEVEL,-23,80,43,184,42,137,12,541,6986,11153
Adoption Test - Account 11,ACCOUNTLEVEL,-23,34,40,93,31,116,54,415,3619,11684
Adoption Test - Account 12,ACCOUNTLEVEL,-23,72,29,118,105,120,47,872,8238,13658
Adoption Test - Account 13,ACCOUNTLEVEL,-23,73,45,76,44,248,19,705,4364,3550
Adoption Test - Account 14,ACCOUNTLEVEL,-23,16,35,126,97,171,29,348,9835,18017
Adoption Test - Account 15,ACCOUNTLEVEL,-23,56,21,130,113,206,7,443,328,9706
Adoption Test - Account 16,ACCOUNTLEVEL,-23,68,36,170,84,109,48,626,1940,5989
Adoption Test - Account 17,ACCOUNTLEVEL,-23,73,33,88,116,205,12,201,8041,15892
Adoption Test - Account 18,ACCOUNTLEVEL,-23,25,20,140,94,234,8,386,733,720
Adoption Test - Account 19,ACCOUNTLEVEL,-23,57,21,105,136,215,19,882,176,10656
Adoption Test - Account 20,ACCOUNTLEVEL,-23,47,17,108,120,123,42,703,4623,16601
Adoption Test - Account 21,ACCOUNTLEVEL,-23,72,27,84,146,239,29,541,8272,16588
Adoption Test - Account 22,ACCOUNTLEVEL,-23,97,11,113,60,121,35,898,1701,12857
Adoption Test - Account 23,ACCOUNTLEVEL,-23,86,43,68,13,208,36,497,2585,13230
Adoption Test - Account 24,ACCOUNTLEVEL,-23,70,18,74,133,181,12,630,4737,6471
Adoption Test - Account 25,ACCOUNTLEVEL,-23,38,40,169,68,234,4,573,6106,9027
Adoption Test - Account 26,ACCOUNTLEVEL,-23,19,33,92,100,121,25,636,2403,4694
Adoption Test - Account 27,ACCOUNTLEVEL,-23,39,24,179,18,126,23,546,8821,17926
Adoption Test - Account 28,ACCOUNTLEVEL,-23,75,21,166,74,172,42,309,973,10448
Adoption Test - Account 29,ACCOUNTLEVEL,-23,32,20,152,95,209,38,337,3119,4888
Adoption Test - Account 30,ACCOUNTLEVEL,-23,40,12,123,15,210,51,121,5483,3052
Adoption Test - Account 31,ACCOUNTLEVEL,-23,4,33,80,52,179,38,96,7503,10192
Adoption Test - Account 32,ACCOUNTLEVEL,-23,74,22,95,42,164,13,626,2639,2497
Adoption Test - Account 33,ACCOUNTLEVEL,-23,78,13,148,131,151,29,85,3023,11215
Adoption Test - Account 34,ACCOUNTLEVEL,-23,41,50,200,141,226,13,912,2589,10203
Adoption Test - Account 35,ACCOUNTLEVEL,-23,43,25,91,48,235,5,987,2196,1198
Adoption Test - Account 36,ACCOUNTLEVEL,-23,43,35,99,87,164,37,131,2610,1222
Adoption Test - Account 37,ACCOUNTLEVEL,-23,14,39,124,140,115,30,107,3071,10770
Adoption Test - Account 38,ACCOUNTLEVEL,-23,15,47,166,15,187,45,586,5580,16953
Adoption Test - Account 39,ACCOUNTLEVEL,-23,19,48,104,63,135,26,694,2060,16885
Adoption Test - Account 40,ACCOUNTLEVEL,-23,38,21,71,98,150,33,624,3262,16366
Adoption Test - Account 41,ACCOUNTLEVEL,-23,74,39,109,142,220,10,685,5893,3255
Adoption Test - Account 42,ACCOUNTLEVEL,-23,62,48,57,125,241,54,212,6394,16084
Adoption Test - Account 43,ACCOUNTLEVEL,-23,68,36,69,117,198,16,325,6636,7855
Adoption Test - Account 44,ACCOUNTLEVEL,-23,60,18,72,85,234,53,592,1044,1852
Adoption Test - Account 45,ACCOUNTLEVEL,-23,7,47,159,82,228,37,612,9662,4372
Adoption Test - Account 46,ACCOUNTLEVEL,-23,11,17,133,145,176,50,453,7657,18685
Adoption Test - Account 47,ACCOUNTLEVEL,-23,50,13,182,90,204,3,16,5895,5900
Adoption Test - Account 48,ACCOUNTLEVEL,-23,19,14,73,67,192,50,95,6394,1659
Adoption Test - Account 49,ACCOUNTLEVEL,-23,94,42,176,128,140,23,571,6538,8360
Adoption Test - Account 50,ACCOUNTLEVEL,-23,38,42,135,21,119,17,494,395,8703
Adoption Test - Account 51,ACCOUNTLEVEL,-23,22,21,175,88,234,25,17,3198,6248
Adoption Test - Account 52,ACCOUNTLEVEL,-23,40,24,114,136,176,40,250,949,7239
Adoption Test - Account 53,ACCOUNTLEVEL,-23,63,32,184,29,125,23,617,2433,990
Adoption Test - Account 54,ACCOUNTLEVEL,-23,97,13,82,138,107,32,672,5855,16976
Adoption Test - Account 55,ACCOUNTLEVEL,-23,58,33,96,72,178,45,704,7694,5555
Adoption Test - Account 56,ACCOUNTLEVEL,-23,66,23,191,68,133,23,911,5404,5908
Adoption Test - Account 57,ACCOUNTLEVEL,-23,94,12,178,102,146,46,534,13,8457
Adoption Test - Account 58,ACCOUNTLEVEL,-23,41,28,172,95,151,4,789,4337,9234
Adoption Test - Account 59,ACCOUNTLEVEL,-23,2,13,160,74,197,58,66,335,11599
Adoption Test - Account 60,ACCOUNTLEVEL,-23,38,39,103,27,216,47,878,8438,12570
Adoption Test - Account 61,ACCOUNTLEVEL,-23,86,11,72,52,186,35,381,381,19872
Adoption Test - Account 62,ACCOUNTLEVEL,-23,80,33,71,34,159,45,993,5133,16425
Adoption Test - Account 63,ACCOUNTLEVEL,-23,74,45,122,7,199,47,547,8785,4269
Adoption Test - Account 64,ACCOUNTLEVEL,-23,30,39,149,79,247,1,202,8712,18047
Adoption Test - Account 65,ACCOUNTLEVEL,-23,62,14,171,115,103,32,212,9561,17780
Adoption Test - Account 66,ACCOUNTLEVEL,-23,80,19,56,121,227,39,997,3483,6188
Adoption Test - Account 67,ACCOUNTLEVEL,-23,39,26,102,122,194,2,989,3864,2693
Adoption Test - Account 68,ACCOUNTLEVEL,-23,54,50,130,89,163,22,870,9840,7453
Adoption Test - Account 69,ACCOUNTLEVEL,-23,80,41,177,57,145,17,159,6193,4192
Adoption Test - Account 70,ACCOUNTLEVEL,-23,11,29,173,38,151,46,127,2613,3129
Adoption Test - Account 71,ACCOUNTLEVEL,-23,74,17,168,17,118,51,83,205,2997
Adoption Test - Account 72,ACCOUNTLEVEL,-23,23,42,169,96,166,59,852,165,1477
Adoption Test - Account 73,ACCOUNTLEVEL,-23,1,46,85,29,226,37,688,7803,18425
Adoption Test - Account 74,ACCOUNTLEVEL,-23,99,21,76,108,168,3,37,8043,10709
Adoption Test - Account 75,ACCOUNTLEVEL,-23,13,40,194,138,161,48,245,8051,13454
Adoption Test - Account 76,ACCOUNTLEVEL,-23,15,20,113,44,201,58,463,7492,10911
Adoption Test - Account 77,ACCOUNTLEVEL,-23,73,42,95,35,123,48,881,7062,14361
Adoption Test - Account 78,ACCOUNTLEVEL,-23,26,37,151,32,201,25,633,9538,16305
Adoption Test - Account 79,ACCOUNTLEVEL,-23,3,49,134,14,121,29,16,6978,14619
Adoption Test - Account 80,ACCOUNTLEVEL,-23,37,34,144,117,141,12,768,7278,15808
Adoption Test - Account 81,ACCOUNTLEVEL,-23,94,24,159,92,248,12,138,9127,18166
Adoption Test - Account 82,ACCOUNTLEVEL,-23,81,45,106,7,248,28,173,2678,1310
Adoption Test - Account 83,ACCOUNTLEVEL,-23,24,17,90,102,231,32,822,9330,17908
Adoption Test - Account 84,ACCOUNTLEVEL,-23,20,10,50,8,150,57,276,3911,12477
Adoption Test - Account 85,ACCOUNTLEVEL,-23,8,31,142,38,217,10,950,684,4815
Adoption Test - Account 86,ACCOUNTLEVEL,-23,78,18,131,46,168,13,294,2523,19803
Adoption Test - Account 87,ACCOUNTLEVEL,-23,59,25,130,55,215,54,545,3980,19756
Adoption Test - Account 88,ACCOUNTLEVEL,-23,9,10,144,69,117,15,173,1851,19390
Adoption Test - Account 89,ACCOUNTLEVEL,-23,38,41,142,35,229,51,149,4075,2017
Adoption Test - Account 90,ACCOUNTLEVEL,-23,90,43,75,131,248,53,121,7629,18019
Adoption Test - Account 91,ACCOUNTLEVEL,-23,82,22,125,102,192,42,860,5793,3250
Adoption Test - Account 92,ACCOUNTLEVEL,-23,87,39,111,37,210,44,866,2954,1730
Adoption Test - Account 93,ACCOUNTLEVEL,-23,85,49,131,81,194,11,276,1229,283
Adoption Test - Account 94,ACCOUNTLEVEL,-23,14,36,79,49,244,7,770,7177,8556
Adoption Test - Account 95,ACCOUNTLEVEL,-23,59,22,109,39,149,27,353,1905,18257
Adoption Test - Account 96,ACCOUNTLEVEL,-23,35,20,198,143,152,6,416,3799,18044
Adoption Test - Account 97,ACCOUNTLEVEL,-23,1,49,132,14,237,58,235,8117,1993
Adoption Test - Account 98,ACCOUNTLEVEL,-23,49,39,69,79,132,9,502,3181,7569
Adoption Test - Account 99,ACCOUNTLEVEL,-23,59,14,62,131,238,47,129,2345,8188
Adoption Test - Account 100,ACCOUNTLEVEL,-23,93,48,124,39,222,34,587,1345,6964
Adoption Test - Account 101,ACCOUNTLEVEL,-23,39,11,50,127,206,38,374,1563,8220
Adoption Test - Account 102,ACCOUNTLEVEL,-23,50,20,173,8,108,39,560,749,2402
Adoption Test - Account 103,ACCOUNTLEVEL,-23,38,16,82,59,164,1,500,6176,17760
