ColumnList__c,AccountReference__c,BaseObject__c,Dimensions__c,FilterConditions__c,GraphType__c,IsRB__c,IsShown__c,IsStandard__c,Measures__c,Name,QueryOptions__c,ReportParams__c,ShowDefault__c,UITabName__c,Visibility__c,VisualType__c
"[{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""RevenueBand__c"",""label"":""Revenue Band"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,CustomerInfo__c,"[{""summerizedBy"":null,""objectName"":""CustomerInfo__c"",""name"":""RevenueBand__c"",""label"":""Revenue Band"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""CUSTOMLOOKUP"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""CustomerInfo__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":""LINE"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""TEXT""}]",RevenueBand,,"[{""value"":""('Band1','Band2','Band3','Band4')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""fieldName"":""RevenueBand__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Revenue Band""}]",FALSE,Customers,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Id"",""label"":""Id"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""ID"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""Account"",""name"":""CSM__r.Name"",""label"":""CSM Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""Id"",""label"":""Count of Id"",""graphType"":""PIE"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""}]",Pie Chart with Totals,,[],FALSE,Transactions,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,Alert__c,,[],,TRUE,TRUE,FALSE,,dddd,,[],FALSE,Alerts,Public,List
"[{""name"":""Active_Users__c"",""label"":""Active_Users"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""Active_Users__c"",""label"":""Sum of Active_Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]",one-two-three,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Count of Sum of ASV"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",7119_Retest2,,[],FALSE,Transactions,Public,Chart
"[{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Sum of ASV"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",7119_3,,[],FALSE,Transactions,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""AccountNumber"",""label"":""Account Number"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Phone"",""label"":""Account Phone"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PHONE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Rating"",""label"":""Account Rating"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PICKLIST"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""USERLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false}]",,,,[],,FALSE,TRUE,FALSE,,Test User Lookup,,"[{""fieldName"":""CSM__r.Name"",""objectName"":""Account"",""ctrlType"":""select"",""ctrlData"":""[{\""key\"":\""cu\"",\""value\"":\""Current User\""},{\""key\"":\""ou\"",\""value\"":\""Other User\""}]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""c\"",\""value\"":\""contains\""},{\""key\"":\""s\"",\""value\"":\""starts with\""},{\""key\"":\""k\"",\""value\"":\""does not contain\""}]"",""label"":""CSM"",""fieldType"":""USERLOOKUP"",""value"":""Ugesh Gali"",""selectedOperator"":""s"",""logicalOperator"":""""}]",FALSE,Customers,Public,List
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Industry"",""label"":""Industry"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PICKLIST"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""AnnualRevenue"",""label"":""Annual Revenue"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",ParentId,Account,,"[{""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}, {""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""logicalOperator"":""AND"",""name"":""Name"",""operator"":""c""}]",,TRUE,TRUE,FALSE,,Filters_Load,,[],FALSE,Account,Public,List
"[{""name"":""AnnualRevenue"",""label"":""Annual Revenue"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Auto_Data_Load__c"",""label"":""Auto Data Load"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""SLAExpirationDate__c"",""label"":""SLA Expiration Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",ParentId,Account,"[{""summerizedBy"":null,""objectName"":""Account"",""name"":""SLAExpirationDate__c"",""label"":""SLA Expiration Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""AnnualRevenue"",""label"":""Sum of Annual Revenue"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""},{""objectName"":""Account"",""name"":""Auto_Data_Load__c"",""label"":""Sum of Auto Data Load"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]",test_save_as,,[],FALSE,Account,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""SLAExpirationDate__c"",""label"":""SLA Expiration Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""NumberOfEmployees"",""label"":""Employees"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""INTEGER"",""isGroupable"":true,""hasJBCXMNS"":false}]",ParentId,Account,"[{""summerizedBy"":null,""objectName"":""Account"",""name"":""SLAExpirationDate__c"",""label"":""SLA Expiration Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""Name"",""label"":""Count of Account Name"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""STRING""},{""objectName"":""Account"",""name"":""NumberOfEmployees"",""label"":""Sum of Employees"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""INTEGER""}]",prad_oneeeeeee,,[],FALSE,Account,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],PIE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""# Reports Run +"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]",Usage_Pie_Chart,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""MRR__c"",""label"":""Alert MRR"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""ASV__c"",""label"":""Sum of Alert ASV"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""},{""objectName"":""Alert__c"",""name"":""MRR__c"",""label"":""Sum of Alert MRR"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""CURRENCY""}]",test_ddd,,[],FALSE,Alerts,Public,Chart
"[{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":""CM"",""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Max of ASV"",""graphType"":""COLUMN"",""aggType"":""MAX"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",7119_Sep30_Retest,,[],FALSE,Transactions,Public,Chart
"[{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":""CM"",""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Count of ASV"",""graphType"":""COLUMN"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",Copy of 7119_Spe30_Retest,,[],FALSE,Transactions,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],LINE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","LineChart_3,1",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""c"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],BUBBLE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","BubbleChart_3,1",,[],FALSE,Usage Data,Public,Chart
