JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__ONETIMEREVENUE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__DATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__USERS__C
a0Ni0000000KVWwEAO,a0Ri0000000I3XUEA0,,0,0,,2014-10-05,2013-04-05,2014-10-04,2013-04-05,
a0Ni0000004c0IVEAY,a0Ri0000000I3XVEA0,-48000,0,0,-4000,,2013-11-30,,2013-11-30,0
a0Ni0000004c0IVEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-11-30,,2013-11-30,-40
a0Ni0000000KVX9EAO,a0Ri0000000I3XUEA0,,0,0,,2014-07-11,2013-02-11,2014-07-10,2013-02-11,
a0Ni0000004c4epEAA,a0Ri0000000I3XVEA0,-123000,0,0,-10250,,2013-03-19,,2013-03-19,0
a0Ni0000004c4epEAA,a0Ri0000000I3XTEA0,0,0,0,0,,2013-03-19,,2013-03-19,-200
a0Ni0000004c4euEAA,a0Ri0000000I3XVEA0,-120000,10000,0,-10000,,2013-08-24,,2013-08-24,
a0Ni0000004c4euEAA,a0Ri0000000I3XTEA0,,190,0,,,2013-08-24,,2013-08-24,-190
a0Ni0000004c4euEAA,a0Ri0000000I3XSEA0,,0,0,,,2013-08-24,,2013-08-24,
a0Ni0000003ePOgEAM,a0Ri0000000I3XVEA0,120,10,0,10,2014-01-09,2014-01-08,2014-01-08,2014-01-08,
a0Ni0000003ePOgEAM,a0Ri0000000I3XTEA0,,10,0,,2014-01-09,2014-01-08,2014-01-08,2014-01-08,10
a0Ni0000003ePOgEAM,a0Ri0000000I3XUEA0,,123,123,,2014-01-09,2014-01-08,2014-01-08,2014-01-08,
a0Ni0000003dXh9EAE,a0Ri0000000I3XUEA0,,0,0,,2014-09-14,2013-09-13,2014-09-13,2013-09-13,
a0Ni0000003dXh9EAE,a0Ri0000000I3XVEA0,0,10000,0,0,2014-09-14,2013-09-13,2014-09-13,2013-09-13,
a0Ni0000003dXh9EAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-14,2013-09-13,2014-09-13,2013-09-13,
a0Ni0000003dXh9EAE,a0Ri0000000I3XTEA0,,50,0,,2014-09-14,2013-09-13,2014-09-13,2013-09-13,0
a0Ni0000003dXh9EAE,a0Ri0000000I3XSEA0,,0,0,,2014-09-14,2013-09-13,2014-09-13,2013-09-13,
a0Ni0000003dXdWEAU,a0Ri0000000I3XUEA0,,0,0,,2014-02-14,2013-05-13,2014-02-13,2013-05-13,
a0Ni0000003dXdWEAU,a0Ri0000000I3XVEA0,0,9000,0,0,2014-02-14,2013-05-13,2014-02-13,2013-05-13,
a0Ni0000003dXdWEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-02-14,2013-05-13,2014-02-13,2013-05-13,
a0Ni0000003dXdWEAU,a0Ri0000000I3XTEA0,,50,0,,2014-02-14,2013-05-13,2014-02-13,2013-05-13,0
a0Ni0000003dXdWEAU,a0Ri0000000I3XSEA0,,0,0,,2014-02-14,2013-05-13,2014-02-13,2013-05-13,
a0Ni0000003dXcdEAE,a0Ri0000000I3XVEA0,60000,5000,0,5000,2014-02-14,2012-12-12,2014-02-13,2012-12-12,
a0Ni0000003dXcdEAE,a0Ri0000000I3XTEA0,,10,0,,2014-02-14,2012-12-12,2014-02-13,2012-12-12,10
a0Ni0000003dXcdEAE,a0Ri0000000I3XUEA0,,0,0,,2014-02-14,2012-12-12,2014-02-13,2012-12-12,
a0Ni0000003dXh4EAE,a0Ri0000000I3XUEA0,,0,0,,2014-09-12,2013-09-11,2014-09-11,2013-09-11,
a0Ni0000003dXh4EAE,a0Ri0000000I3XVEA0,0,3500,0,0,2014-09-12,2013-09-11,2014-09-11,2013-09-11,
a0Ni0000003dXh4EAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-12,2013-09-11,2014-09-11,2013-09-11,
a0Ni0000003dXh4EAE,a0Ri0000000I3XTEA0,,35,0,,2014-09-12,2013-09-11,2014-09-11,2013-09-11,0
a0Ni0000003dXh4EAE,a0Ri0000000I3XSEA0,,0,0,,2014-09-12,2013-09-11,2014-09-11,2013-09-11,
a0Ni0000003dXjPEAU,a0Ri0000000I3XUEA0,,0,0,,2014-12-23,2013-12-22,2014-12-22,2013-12-22,
a0Ni0000003dXjPEAU,a0Ri0000000I3XVEA0,0,18000,0,0,2014-12-23,2013-12-22,2014-12-22,2013-12-22,
a0Ni0000003dXjPEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-23,2013-12-22,2014-12-22,2013-12-22,
a0Ni0000003dXjPEAU,a0Ri0000000I3XTEA0,,162,0,,2014-12-23,2013-12-22,2014-12-22,2013-12-22,0
a0Ni0000003dXjPEAU,a0Ri0000000I3XSEA0,,0,0,,2014-12-23,2013-12-22,2014-12-22,2013-12-22,
a0Ni0000003dXi2EAE,a0Ri0000000I3XUEA0,,0,0,,2014-10-10,2013-10-09,2014-10-09,2013-10-09,
a0Ni0000003dXi2EAE,a0Ri0000000I3XVEA0,0,6000,0,0,2014-10-10,2013-10-09,2014-10-09,2013-10-09,
a0Ni0000003dXi2EAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-10-10,2013-10-09,2014-10-09,2013-10-09,
a0Ni0000003dXi2EAE,a0Ri0000000I3XTEA0,,40,0,,2014-10-10,2013-10-09,2014-10-09,2013-10-09,0
a0Ni0000003dXi2EAE,a0Ri0000000I3XSEA0,,0,0,,2014-10-10,2013-10-09,2014-10-09,2013-10-09,
a0Ni0000003dXiCEAU,a0Ri0000000I3XUEA0,,0,0,,2014-11-12,2013-11-11,2014-11-11,2013-11-11,
a0Ni0000003dXiCEAU,a0Ri0000000I3XVEA0,0,2500,0,0,2014-11-12,2013-11-11,2014-11-11,2013-11-11,
a0Ni0000003dXiCEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-11-12,2013-11-11,2014-11-11,2013-11-11,
a0Ni0000003dXiCEAU,a0Ri0000000I3XTEA0,,50,0,,2014-11-12,2013-11-11,2014-11-11,2013-11-11,0
a0Ni0000003dXiCEAU,a0Ri0000000I3XSEA0,,0,0,,2014-11-12,2013-11-11,2014-11-11,2013-11-11,
a0Ni0000003dXcsEAE,a0Ri0000000I3XVEA0,30000,2500,0,2500,2014-02-06,2012-12-12,2014-02-05,2012-12-12,
a0Ni0000003dXcsEAE,a0Ri0000000I3XTEA0,,5,0,,2014-02-06,2012-12-12,2014-02-05,2012-12-12,5
a0Ni0000003dXcsEAE,a0Ri0000000I3XUEA0,,0,0,,2014-02-06,2012-12-12,2014-02-05,2012-12-12,
a0Ni0000003dXgzEAE,a0Ri0000000I3XUEA0,,0,0,,2014-09-11,2013-09-10,2014-09-10,2013-09-10,
a0Ni0000003dXgzEAE,a0Ri0000000I3XVEA0,0,14000,0,0,2014-09-11,2013-09-10,2014-09-10,2013-09-10,
a0Ni0000003dXgzEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-11,2013-09-10,2014-09-10,2013-09-10,
a0Ni0000003dXgzEAE,a0Ri0000000I3XTEA0,,50,0,,2014-09-11,2013-09-10,2014-09-10,2013-09-10,0
a0Ni0000003dXgzEAE,a0Ri0000000I3XSEA0,,0,0,,2014-09-11,2013-09-10,2014-09-10,2013-09-10,
a0Ni0000003dXiHEAU,a0Ri0000000I3XUEA0,,0,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiHEAU,a0Ri0000000I3XVEA0,3999.96,3333.33,0,333.33,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiHEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiHEAU,a0Ri0000000I3XTEA0,,32,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,2
a0Ni0000003dXiHEAU,a0Ri0000000I3XSEA0,,0,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXjjEAE,a0Ri0000000I3XUEA0,,0,0,,2014-12-25,2013-12-24,2014-12-24,2013-12-24,
a0Ni0000003dXjjEAE,a0Ri0000000I3XVEA0,0,17100,0,0,2014-12-25,2013-12-24,2014-12-24,2013-12-24,
a0Ni0000003dXjjEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-25,2013-12-24,2014-12-24,2013-12-24,
a0Ni0000003dXjjEAE,a0Ri0000000I3XTEA0,,150,0,,2014-12-25,2013-12-24,2014-12-24,2013-12-24,0
a0Ni0000003dXjjEAE,a0Ri0000000I3XSEA0,,0,0,,2014-12-25,2013-12-24,2014-12-24,2013-12-24,
a0Ni0000003dXhsEAE,a0Ri0000000I3XUEA0,,0,0,,2014-10-03,2013-10-02,2014-10-02,2013-10-02,
a0Ni0000003dXhsEAE,a0Ri0000000I3XVEA0,0,20000,0,0,2014-10-03,2013-10-02,2014-10-02,2013-10-02,
a0Ni0000003dXhsEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-10-03,2013-10-02,2014-10-02,2013-10-02,
a0Ni0000003dXhsEAE,a0Ri0000000I3XTEA0,,32,0,,2014-10-03,2013-10-02,2014-10-02,2013-10-02,0
a0Ni0000003dXhsEAE,a0Ri0000000I3XSEA0,,0,0,,2014-10-03,2013-10-02,2014-10-02,2013-10-02,
a0Ni0000003dXilEAE,a0Ri0000000I3XUEA0,,0,0,,2014-12-10,2013-12-09,2014-12-09,2013-12-09,
a0Ni0000003dXilEAE,a0Ri0000000I3XVEA0,3999.96,8333.33,0,333.33,2014-12-10,2013-12-09,2014-12-09,2013-12-09,
a0Ni0000003dXilEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-10,2013-12-09,2014-12-09,2013-12-09,
a0Ni0000003dXilEAE,a0Ri0000000I3XTEA0,,43,0,,2014-12-10,2013-12-09,2014-12-09,2013-12-09,3
a0Ni0000003dXilEAE,a0Ri0000000I3XSEA0,,0,0,,2014-12-10,2013-12-09,2014-12-09,2013-12-09,
a0Ni0000003dXgkEAE,a0Ri0000000I3XUEA0,,0,0,,2014-09-02,2013-09-01,2014-09-01,2013-09-01,
a0Ni0000003dXgkEAE,a0Ri0000000I3XVEA0,0,2500,0,0,2014-09-02,2013-09-01,2014-09-01,2013-09-01,
a0Ni0000003dXgkEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-02,2013-09-01,2014-09-01,2013-09-01,
a0Ni0000003dXgkEAE,a0Ri0000000I3XTEA0,,50,0,,2014-09-02,2013-09-01,2014-09-01,2013-09-01,0
a0Ni0000003dXgkEAE,a0Ri0000000I3XSEA0,,0,0,,2014-09-02,2013-09-01,2014-09-01,2013-09-01,
a0Ni0000003dXguEAE,a0Ri0000000I3XUEA0,,0,0,,2014-09-10,2013-09-09,2014-09-09,2013-09-09,
a0Ni0000003dXguEAE,a0Ri0000000I3XVEA0,0,4500,0,0,2014-09-10,2013-09-09,2014-09-09,2013-09-09,
a0Ni0000003dXguEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-10,2013-09-09,2014-09-09,2013-09-09,
a0Ni0000003dXguEAE,a0Ri0000000I3XTEA0,,30,0,,2014-09-10,2013-09-09,2014-09-09,2013-09-09,0
a0Ni0000003dXguEAE,a0Ri0000000I3XSEA0,,0,0,,2014-09-10,2013-09-09,2014-09-09,2013-09-09,
a0Ni0000003dXjUEAU,a0Ri0000000I3XUEA0,,0,0,,2014-12-24,2013-12-23,2014-12-23,2013-12-23,
a0Ni0000003dXjUEAU,a0Ri0000000I3XVEA0,999.96,2083.33,0,83.33,2014-12-24,2013-12-23,2014-12-23,2013-12-23,
a0Ni0000003dXjUEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-24,2013-12-23,2014-12-23,2013-12-23,
a0Ni0000003dXjUEAU,a0Ri0000000I3XTEA0,,41,0,,2014-12-24,2013-12-23,2014-12-23,2013-12-23,1
a0Ni0000003dXjUEAU,a0Ri0000000I3XSEA0,,0,0,,2014-12-24,2013-12-23,2014-12-23,2013-12-23,
a0Ni0000003dXiREAU,a0Ri0000000I3XUEA0,,0,0,,2014-11-25,2013-11-24,2014-11-24,2013-11-24,
a0Ni0000003dXiREAU,a0Ri0000000I3XVEA0,5000.04,1666.67,0,416.67,2014-11-25,2013-11-24,2014-11-24,2013-11-24,
a0Ni0000003dXiREAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-11-25,2013-11-24,2014-11-24,2013-11-24,
a0Ni0000003dXiREAU,a0Ri0000000I3XTEA0,,27,0,,2014-11-25,2013-11-24,2014-11-24,2013-11-24,2
a0Ni0000003dXiREAU,a0Ri0000000I3XSEA0,,0,0,,2014-11-25,2013-11-24,2014-11-24,2013-11-24,
a0Ni0000003dXiWEAU,a0Ri0000000I3XUEA0,,0,0,,2014-12-06,2013-12-05,2014-12-05,2013-12-05,
a0Ni0000003dXiWEAU,a0Ri0000000I3XVEA0,2799.96,6833.33,0,233.33,2014-12-06,2013-12-05,2014-12-05,2013-12-05,
a0Ni0000003dXiWEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-06,2013-12-05,2014-12-05,2013-12-05,
a0Ni0000003dXiWEAU,a0Ri0000000I3XTEA0,,35,0,,2014-12-06,2013-12-05,2014-12-05,2013-12-05,2
a0Ni0000003dXiWEAU,a0Ri0000000I3XSEA0,,0,0,,2014-12-06,2013-12-05,2014-12-05,2013-12-05,
a0Ni0000003dXj0EAE,a0Ri0000000I3XUEA0,,0,0,,2014-12-18,2013-12-17,2014-12-17,2013-12-17,
a0Ni0000003dXj0EAE,a0Ri0000000I3XVEA0,-3999.96,6666.67,0,-333.33,2014-12-18,2013-12-17,2014-12-17,2013-12-17,
a0Ni0000003dXj0EAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-18,2013-12-17,2014-12-17,2013-12-17,
a0Ni0000003dXj0EAE,a0Ri0000000I3XTEA0,,37,0,,2014-12-18,2013-12-17,2014-12-17,2013-12-17,-3
a0Ni0000003dXj0EAE,a0Ri0000000I3XSEA0,,0,0,,2014-12-18,2013-12-17,2014-12-17,2013-12-17,
a0Ni0000003dXibEAE,a0Ri0000000I3XUEA0,,0,0,,2014-12-08,2013-12-07,2014-12-07,2013-12-07,
a0Ni0000003dXibEAE,a0Ri0000000I3XVEA0,4500,7500,0,375,2014-12-08,2013-12-07,2014-12-07,2013-12-07,
a0Ni0000003dXibEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-08,2013-12-07,2014-12-07,2013-12-07,
a0Ni0000003dXibEAE,a0Ri0000000I3XTEA0,,40,0,,2014-12-08,2013-12-07,2014-12-07,2013-12-07,2
a0Ni0000003dXibEAE,a0Ri0000000I3XSEA0,,0,0,,2014-12-08,2013-12-07,2014-12-07,2013-12-07,
a0Ni0000003dXiMEAU,a0Ri0000000I3XUEA0,,0,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiMEAU,a0Ri0000000I3XVEA0,3999.96,8333.33,0,333.33,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiMEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXiMEAU,a0Ri0000000I3XTEA0,,80,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,40
a0Ni0000003dXiMEAU,a0Ri0000000I3XSEA0,,0,0,,2014-11-14,2013-11-13,2014-11-13,2013-11-13,
a0Ni0000003dXdqEAE,a0Ri0000000I3XUEA0,,0,0,,2014-03-08,2013-07-09,2014-03-07,2013-07-09,
a0Ni0000003dXdqEAE,a0Ri0000000I3XVEA0,0,1666.66,0,1.00E-13,2014-03-08,2013-07-09,2014-03-07,2013-07-09,
a0Ni0000003dXdqEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-08,2013-07-09,2014-03-07,2013-07-09,
a0Ni0000003dXdqEAE,a0Ri0000000I3XTEA0,,10,0,,2014-03-08,2013-07-09,2014-03-07,2013-07-09,0
a0Ni0000003dXdqEAE,a0Ri0000000I3XSEA0,,0,0,,2014-03-08,2013-07-09,2014-03-07,2013-07-09,
a0Ni0000003dXVrEAM,a0Ri0000000I3XUEA0,,0,0,,2014-05-16,2013-08-15,2014-05-15,2013-08-15,
a0Ni0000003dXVrEAM,a0Ri0000000I3XVEA0,-132000,9000,0,-11000,2014-05-16,2013-08-15,2014-05-15,2013-08-15,
a0Ni0000003dXVrEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-16,2013-08-15,2014-05-15,2013-08-15,
a0Ni0000003dXVrEAM,a0Ri0000000I3XTEA0,,25,0,,2014-05-16,2013-08-15,2014-05-15,2013-08-15,-35
a0Ni0000003dXVrEAM,a0Ri0000000I3XSEA0,,0,0,,2014-05-16,2013-08-15,2014-05-15,2013-08-15,
a0Ni0000003dXkXEAU,a0Ri0000000I3XUEA0,,0,0,,2014-12-26,2013-12-25,2014-12-25,2013-12-25,
a0Ni0000003dXkXEAU,a0Ri0000000I3XVEA0,3800.04,5416.67,0,316.67,2014-12-26,2013-12-25,2014-12-25,2013-12-25,
a0Ni0000003dXkXEAU,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-26,2013-12-25,2014-12-25,2013-12-25,
a0Ni0000003dXkXEAU,a0Ri0000000I3XTEA0,,40,0,,2014-12-26,2013-12-25,2014-12-25,2013-12-25,1
a0Ni0000003dXkXEAU,a0Ri0000000I3XSEA0,,0,0,,2014-12-26,2013-12-25,2014-12-25,2013-12-25,
a0Ni0000003dXkhEAE,a0Ri0000000I3XUEA0,,0,0,,2014-12-29,2013-12-28,2014-12-28,2013-12-28,
a0Ni0000003dXkhEAE,a0Ri0000000I3XVEA0,0,9450,0,0,2014-12-29,2013-12-28,2014-12-28,2013-12-28,
a0Ni0000003dXkhEAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-29,2013-12-28,2014-12-28,2013-12-28,
a0Ni0000003dXkhEAE,a0Ri0000000I3XTEA0,,42,0,,2014-12-29,2013-12-28,2014-12-28,2013-12-28,0
a0Ni0000003dXkhEAE,a0Ri0000000I3XSEA0,,0,0,,2014-12-29,2013-12-28,2014-12-28,2013-12-28,
a0Ni0000003dXe5EAE,a0Ri0000000I3XUEA0,,0,0,,2014-04-25,2013-08-24,2014-04-24,2013-08-24,
a0Ni0000003dXe5EAE,a0Ri0000000I3XVEA0,0,1250,0,0,2014-04-25,2013-08-24,2014-04-24,2013-08-24,
a0Ni0000003dXe5EAE,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-25,2013-08-24,2014-04-24,2013-08-24,
a0Ni0000003dXe5EAE,a0Ri0000000I3XTEA0,,25,0,,2014-04-25,2013-08-24,2014-04-24,2013-08-24,0
a0Ni0000003dXe5EAE,a0Ri0000000I3XSEA0,,0,0,,2014-04-25,2013-08-24,2014-04-24,2013-08-24,
a0Ni0000004cIGHEA2,a0Ri0000000I3XVEA0,-60000,5000,0,-5000,,2014-01-08,,2014-01-08,
a0Ni0000004cIGHEA2,a0Ri0000000I3XTEA0,,20,0,,,2014-01-08,,2014-01-08,-20
a0Ni0000004cIGHEA2,a0Ri0000000I3XSEA0,,0,0,,,2014-01-08,,2014-01-08,
a0Ni0000000KVXnEAO,a0Ri0000000I3XUEA0,,0,0,,2014-03-14,2013-03-14,2014-03-13,2013-03-14,
a0Ni0000000KVZfEAO,a0Ri0000000I3XSEA0,,0,0,,2013-05-31,2012-06-07,2013-05-30,2012-06-01,
a0Ni0000004cKLcEAM,a0Ri0000000I3XUEA0,,0,0,,2014-02-08,2013-05-07,2014-02-07,2013-05-07,
a0Ni0000004cKLcEAM,a0Ri0000000I3XVEA0,-6000,3000,0,-500,2014-02-08,2013-05-07,2014-02-07,2013-05-07,
a0Ni0000004cKLcEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-02-08,2013-05-07,2014-02-07,2013-05-07,
a0Ni0000004cKLcEAM,a0Ri0000000I3XTEA0,,30,0,,2014-02-08,2013-05-07,2014-02-07,2013-05-07,-5
a0Ni0000004cKLcEAM,a0Ri0000000I3XSEA0,,0,0,,2014-02-08,2013-05-07,2014-02-07,2013-05-07,
a0Ni0000004cKLhEAM,a0Ri0000000I3XUEA0,,0,0,,2014-03-01,2013-05-28,2014-02-28,2013-05-28,
a0Ni0000004cKLhEAM,a0Ri0000000I3XVEA0,-2000.04,833.33,0,-166.67,2014-03-01,2013-05-28,2014-02-28,2013-05-28,
a0Ni0000004cKLhEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-01,2013-05-28,2014-02-28,2013-05-28,
a0Ni0000004cKLhEAM,a0Ri0000000I3XTEA0,,8,0,,2014-03-01,2013-05-28,2014-02-28,2013-05-28,-2
a0Ni0000004cKLhEAM,a0Ri0000000I3XSEA0,,0,0,,2014-03-01,2013-05-28,2014-02-28,2013-05-28,
a0Ni0000000KVYXEA4,a0Ri0000000I3XUEA0,,0,0,,2013-03-10,2012-09-10,2013-03-09,2012-09-10,
a0Ni0000004cKJbEAM,a0Ri0000000I3XUEA0,,0,0,,2013-03-10,2012-09-09,2013-03-09,2012-09-09,
a0Ni0000004cKJbEAM,a0Ri0000000I3XVEA0,-6200.04,7083.33,0,-516.67,2013-03-10,2012-09-09,2013-03-09,2012-09-09,
a0Ni0000004cKJbEAM,a0Ri0000000I3XWEA0,0,0,0,0,2013-03-10,2012-09-09,2013-03-09,2012-09-09,
a0Ni0000004cKJbEAM,a0Ri0000000I3XTEA0,,35,0,,2013-03-10,2012-09-09,2013-03-09,2012-09-09,-3
a0Ni0000004cKJbEAM,a0Ri0000000I3XSEA0,,0,0,,2013-03-10,2012-09-09,2013-03-09,2012-09-09,
a0Ni0000000KVXjEAO,a0Ri0000000I3XUEA0,,0,0,,2012-04-18,2011-10-18,2012-04-17,2011-10-18,
a0Ni0000004cKIxEAM,a0Ri0000000I3XUEA0,,0,0,,2014-01-10,2013-03-09,2014-01-09,2013-03-09,
a0Ni0000004cKIxEAM,a0Ri0000000I3XVEA0,-3999.96,4166.67,0,-333.33,2014-01-10,2013-03-09,2014-01-09,2013-03-09,
a0Ni0000004cKIxEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-01-10,2013-03-09,2014-01-09,2013-03-09,
a0Ni0000004cKIxEAM,a0Ri0000000I3XTEA0,,25,0,,2014-01-10,2013-03-09,2014-01-09,2013-03-09,-5
a0Ni0000004cKIxEAM,a0Ri0000000I3XSEA0,,0,0,,2014-01-10,2013-03-09,2014-01-09,2013-03-09,
a0Ni0000000KVYMEA4,a0Ri0000000I3XUEA0,,0,0,,2013-04-11,2012-10-11,2013-04-10,2012-10-11,
a0Ni0000000KVXGEA4,a0Ri0000000I3XUEA0,,0,0,,2012-03-09,2011-09-09,2012-03-08,2011-09-09,
a0Ni0000004cKMuEAM,a0Ri0000000I3XUEA0,,0,0,,2014-02-10,2013-06-09,2014-02-09,2013-06-09,
a0Ni0000004cKMuEAM,a0Ri0000000I3XVEA0,6000,2000,0,500,2014-02-10,2013-06-09,2014-02-09,2013-06-09,
a0Ni0000004cKMuEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-02-10,2013-06-09,2014-02-09,2013-06-09,
a0Ni0000004cKMuEAM,a0Ri0000000I3XTEA0,,33,0,,2014-02-10,2013-06-09,2014-02-09,2013-06-09,3
a0Ni0000004cKMuEAM,a0Ri0000000I3XSEA0,,0,0,,2014-02-10,2013-06-09,2014-02-09,2013-06-09,
a0Ni0000004cKOlEAM,a0Ri0000000I3XUEA0,,0,0,,2013-05-09,2012-05-08,2013-05-08,2012-05-08,
a0Ni0000004cKOlEAM,a0Ri0000000I3XVEA0,12000,2000,0,1000,2013-05-09,2012-05-08,2013-05-08,2012-05-08,
a0Ni0000004cKOlEAM,a0Ri0000000I3XWEA0,0,0,0,0,2013-05-09,2012-05-08,2013-05-08,2012-05-08,
a0Ni0000004cKOlEAM,a0Ri0000000I3XTEA0,,30,0,,2013-05-09,2012-05-08,2013-05-08,2012-05-08,10
a0Ni0000004cKOlEAM,a0Ri0000000I3XSEA0,,0,0,,2013-05-09,2012-05-08,2013-05-08,2012-05-08,
a0Ni0000000KVXCEA4,a0Ri0000000I3XUEA0,,0,0,,2012-12-18,2012-06-18,2012-12-17,2012-06-18,
a0Ni0000000KVXFEA4,a0Ri0000000I3XUEA0,,0,0,,2013-04-11,2012-04-11,2013-04-10,2012-04-11,
a0Ni0000000KVXkEAO,a0Ri0000000I3XUEA0,,0,0,,2012-05-09,2011-11-09,2012-05-08,2011-11-09,
a0Ni0000000KVYFEA4,a0Ri0000000I3XUEA0,,0,0,,2013-05-08,2012-05-07,2013-05-07,2012-05-07,
a0Ni0000000KVYPEA4,a0Ri0000000I3XUEA0,,0,0,,2012-12-09,2011-09-09,2012-12-08,2011-09-09,
a0Ni0000000KVXHEA4,a0Ri0000000I3XUEA0,,0,0,,2013-06-10,2011-06-10,2013-06-09,2011-06-10,
a0Ni0000004cKMBEA2,a0Ri0000000I3XUEA0,,0,0,,2014-06-27,2013-06-26,2014-06-26,2013-06-26,
a0Ni0000004cKMBEA2,a0Ri0000000I3XVEA0,30000,15000,0,2500,2014-06-27,2013-06-26,2014-06-26,2013-06-26,
a0Ni0000004cKMBEA2,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-27,2013-06-26,2014-06-26,2013-06-26,
a0Ni0000004cKMBEA2,a0Ri0000000I3XTEA0,,55,0,,2014-06-27,2013-06-26,2014-06-26,2013-06-26,5
a0Ni0000004cKMBEA2,a0Ri0000000I3XSEA0,,0,0,,2014-06-27,2013-06-26,2014-06-26,2013-06-26,
a0Ni0000000KVYSEA4,a0Ri0000000I3XUEA0,,0,0,,2013-06-27,2012-06-27,2013-06-26,2012-06-27,
a0Ni0000004cKCjEAM,a0Ri0000000I3XUEA0,,0,0,,2014-06-19,2014-01-29,2014-06-18,2014-01-29,
a0Ni0000004cKCjEAM,a0Ri0000000I3XVEA0,-15999.96,16666.67,0,-1333.33,2014-06-19,2014-01-29,2014-06-18,2014-01-29,
a0Ni0000004cKCjEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-19,2014-01-29,2014-06-18,2014-01-29,
a0Ni0000004cKCjEAM,a0Ri0000000I3XTEA0,,90,0,,2014-06-19,2014-01-29,2014-06-18,2014-01-29,-10
a0Ni0000004cKCjEAM,a0Ri0000000I3XSEA0,,0,0,,2014-06-19,2014-01-29,2014-06-18,2014-01-29,
a0Ni0000004cKF5EAM,a0Ri0000000I3XUEA0,,0,0,,2013-12-10,2013-03-09,2013-12-09,2013-03-09,
a0Ni0000004cKF5EAM,a0Ri0000000I3XVEA0,0,5700,0,0,2013-12-10,2013-03-09,2013-12-09,2013-03-09,
a0Ni0000004cKF5EAM,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-10,2013-03-09,2013-12-09,2013-03-09,
a0Ni0000004cKF5EAM,a0Ri0000000I3XTEA0,,38,0,,2013-12-10,2013-03-09,2013-12-09,2013-03-09,0
a0Ni0000004cKF5EAM,a0Ri0000000I3XSEA0,,0,0,,2013-12-10,2013-03-09,2013-12-09,2013-03-09,
a0Ni0000004cKJMEA2,a0Ri0000000I3XUEA0,,0,0,,2012-09-10,2012-03-09,2012-09-09,2012-03-09,
a0Ni0000004cKJMEA2,a0Ri0000000I3XVEA0,0,7600,0,0,2012-09-10,2012-03-09,2012-09-09,2012-03-09,
a0Ni0000004cKJMEA2,a0Ri0000000I3XWEA0,0,0,0,0,2012-09-10,2012-03-09,2012-09-09,2012-03-09,
