Account,Name,Number Date,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-23,09/02/2011,Production,Production,68713,6431,40188,28525
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-23,09/02/2011,Production,Production,119025,0,119025,0
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-23,09/02/2011,Production,Production,252445,40624,72001,180444
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,1,0,1,0
CH ROBINSON COMPANY,INSTANCELEVEL,-23,09/02/2011,Production,Production,13207,0,13205,2
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-23,09/02/2011,Production,Production,34335,656,29485,4850
CIL TEXTILES PVT LTD,INSTANCELEVEL,-23,09/02/2011,Production,Production,126359,5785,112896,13463
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,236678,32235,150858,85820
COMARK GRAIN MARKETING,INSTANCELEVEL,-23,09/02/2011,Production,Production,440978,46457,295462,145516
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-23,09/02/2011,Production,Production,21187,1297,16026,5161
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,185621,5983,158757,26864
COMERGALV SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,19187,2658,15677,3510
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,104311,41480,24779,79532
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,1645527,25006,1571231,74296
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,212516,13,212493,23
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,54260,11606,8913,45347
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,19638,2156,13540,6098
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-23,09/02/2011,Production,Production,398917,2225,367230,31687
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-23,09/02/2011,Production,Production,26166,210,22255,3911
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,496500,35413,426239,70261
D NOVO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,22709,3496,8618,14091
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-23,09/02/2011,Production,Production,95701,15617,50162,45539
Darta NV,INSTANCELEVEL,-23,09/02/2011,Production,Production,18877,741,17184,1693
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-23,09/02/2011,Production,Production,249,0,244,5
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-23,09/02/2011,Production,Production,469892,6503,447031,22861
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,113770,2017,13,113757
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-23,09/02/2011,Production,Production,361233,178,360012,1221
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,147732,3634,59778,87954
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-23,09/02/2011,Production,Production,769256,230109,405986,363270
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,1190222,429279,727596,462626
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-23,09/02/2011,Production,Production,1091605,91586,940306,151299
East Bay Brass Foundry,INSTANCELEVEL,-23,09/02/2011,Production,Production,48657,2005,45665,2992
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-23,09/02/2011,Production,Production,432,0,430,2
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,119711,15479,64026,55685
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-23,09/02/2011,Production,Production,33292,736,28652,4640
ELANTAS PDG INC,INSTANCELEVEL,-23,09/02/2011,Production,Production,289591,5692,268175,21416
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-23,09/02/2011,Production,Production,22,270,5,17
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-23,09/02/2011,Production,Production,32123,659,28029,4094
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-23,09/02/2011,Production,Production,10030,9,9822,208
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-23,09/02/2011,Production,Production,289061,20,304,288757
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-23,09/02/2011,Production,Production,108501,0,108501,0
EURO CARE S DE RL DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,5,0,4,1
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,72632,41969,26900,45732
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-23,09/02/2011,Production,Production,2084482,713050,335808,1748674
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
FIANZAS ATLAS SA,INSTANCELEVEL,-23,09/02/2011,Production,Production,141388,23965,64887,76501
FITCH MEXICO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,639225,0,639223,2
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-23,09/02/2011,Production,Production,37052,0,15375,21677
FPL Group Ltd,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,150026,0,150026,0
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-23,09/02/2011,Production,Production,52591,4363,44663,7928
G-L Veneer Co Inc.,INSTANCELEVEL,-23,09/02/2011,Production,Production,119471,105,119344,127
GALASS BODAS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,157826,12426,98105,59721
GARCIA PEREZ AMELIA,INSTANCELEVEL,-23,09/02/2011,Production,Production,163815,7602,132972,30843
GATEWAY FS,INSTANCELEVEL,-23,09/02/2011,Production,Production,767759,2004,750540,17219
GenePoint,INSTANCELEVEL,-23,09/02/2011,Production,Production,141490,1471,130097,11393
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-23,09/02/2011,Production,Production,1048030,129959,151351,896679
GMC Hardwoods Inc,INSTANCELEVEL,-23,09/02/2011,Production,Production,54111,4032,46129,7982
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-23,09/02/2011,Production,Production,26783,2755,25261,1522
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-23,09/02/2011,Production,Production,0,0,0,0
GRANJA RAB SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,1415002,170581,1092439,322563
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Production,Production,5079,12572,0,5079
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-23,09/02/2011,Production,Production,41342,7866,13156,28186
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,10,0,10,0
Abbett Electric Corp,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,348287,16847,246402,101885
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,458586,15611,419132,39454
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,484083,53499,340201,143882
AGENCE PRESSE,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,768814,5421,492201,276613
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,639216,0,639202,14
Akzenta Vertriebs GmbH,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,16542,3,16494,48
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,647993,141024,84127,563866
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1060920,335382,151742,909178
Alltech Automotive LLC,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
Alpha Stamping Company,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
AMECAR AC,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,191416,4121,170316,21100
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,81667,4323,61186,20481
AP DE MEXICO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,87294,2643,59213,28081
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,3183,0,3183,0
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,252,0,252,0
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,53819,12724,44227,9592
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,97376,8604,66917,30459
AUTELIN SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,162362,0,162362,0
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,570038,118166,253817,316221
Bachman Information System Inc.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,762,0,762,0
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,315253,3736,140645,174608
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,105237,43645,39276,65961
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,119297,3925,106004,13293
BICIMOTOS S.A.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,36609,3424,26422,10187
blah1,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,3847,0,15,3832
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,514892,2977,508317,6575
BRINK GRAIN,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,2478,0,2478,0
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,357456,32362,251846,105610
CAMACHO CENTENO MERINO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,146413,3458,130394,16019
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,48,0,48,0
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,143165,28007,49398,93767
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1.32E+07,736488,338763,1.29E+07
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,192410,15046,160393,32017
CH ROBINSON COMPANY,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,69593,10222,24110,45483
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,79625,2842,62225,17400
CIL TEXTILES PVT LTD,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,18817,0,18816,1
COMARK GRAIN MARKETING,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,7493,0,7486,7
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,8752,142,8207,545
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,92633,15130,79870,12763
COMERGALV SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,76573,6783,63725,12848
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,4489,8,4483,6
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,109336,2521,79579,29757
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,6843,10,5835,1008
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1732,163,1158,574
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,8794,0,8794,0
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,71174,5,71172,2
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,39609,6921,14982,24627
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
D NOVO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1642,0,1640,2
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,12555,4599,3866,8689
Darta NV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,160,754,26,134
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,34912,0,13239,21673
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,35639,0,13984,21655
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,146786,34232,62116,84670
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,257723,26970,157174,100549
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,18240,3487,7371,10869
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,46063,2685,13685,32378
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,26781,0,26780,1
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,114089,2023,33,114056
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,47,0,45,2
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,387889,493,387705,184
East Bay Brass Foundry,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,41573,484,36082,5491
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
ELANTAS PDG INC,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,8,0,8,0
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,10731,1781,4816,5915
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,964,0,964,0
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,10928,3,10878,50
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,7442078,8293,7045368,396710
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,295317,53082,9072,286245
EURO CARE S DE RL DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,227071,71757,25737,201334
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,236413,0,236413,0
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,992,0,992,0
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,116017,3472,110065,5952
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,319683,15434,216116,103567
FIANZAS ATLAS SA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,401814,6089,378750,23064
FITCH MEXICO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1362,0,1362,0
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,163018,5334,136614,26404
FPL Group Ltd,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,445431,19392,319483,125948
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,35257,3932,24013,11244
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,55935,25,51718,4217
G-L Veneer Co Inc.,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,12,0,10,2
GALASS BODAS SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,0,0,0,0
GARCIA PEREZ AMELIA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,132730,14519,113086,19644
GATEWAY FS,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,209696,0,209696,0
GenePoint,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,34830,0,13326,21504
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,7031,710,5499,1532
GMC Hardwoods Inc,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,706827,2657,438956,267871
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,165772,0,165772,0
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,404133,167415,22475,381658
GRANJA RAB SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,44781,18235,8668,36113
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,20052,1745,15383,4669
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,541579,330999,296005,245574
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-23,09/02/2011,Sandbox,Sandbox,1138,0,1,1137
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-22,11/03/2011,Production,Production,819,1,1,818
Abbett Electric Corp,INSTANCELEVEL,-22,11/03/2011,Production,Production,9243,10,1,9242
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-22,11/03/2011,Production,Production,0,0,0,0
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,6674,1248,1,6673
AGENCE PRESSE,INSTANCELEVEL,-22,11/03/2011,Production,Production,833,0,1,832
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-22,11/03/2011,Production,Production,8023,993,1,8022
Akzenta Vertriebs GmbH,INSTANCELEVEL,-22,11/03/2011,Production,Production,1467,1251,1,1466
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9253,11,1,9252
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,819,1,1,818
Alltech Automotive LLC,INSTANCELEVEL,-22,11/03/2011,Production,Production,3894,1348,1,3893
Alpha Stamping Company,INSTANCELEVEL,-22,11/03/2011,Production,Production,8906,712,1,8905
AMECAR AC,INSTANCELEVEL,-22,11/03/2011,Production,Production,1341,1,1,1340
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-22,11/03/2011,Production,Production,818,0,1,817
AP DE MEXICO SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9242,51,1,9241
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,0,0,0,0
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,6147,1145,1,6146
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-22,11/03/2011,Production,Production,1099,0,1,1098
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-22,11/03/2011,Production,Production,7815,999,1,7814
AUTELIN SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,836,1305,1,835
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9249,12,1,9248
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-22,11/03/2011,Production,Production,833,1,1,832
Bachman Information System Inc.,INSTANCELEVEL,-22,11/03/2011,Production,Production,3377,1180,1,3376
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,8740,531,1,8739
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-22,11/03/2011,Production,Production,1617,3,1,1616
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-22,11/03/2011,Production,Production,818,0,1,817
BICIMOTOS S.A.,INSTANCELEVEL,-22,11/03/2011,Production,Production,9237,421,1,9236
blah1,INSTANCELEVEL,-22,11/03/2011,Production,Production,0,0,0,0
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-22,11/03/2011,Production,Production,5889,1217,1,5888
BRINK GRAIN,INSTANCELEVEL,-22,11/03/2011,Production,Production,1099,6,1,1098
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-22,11/03/2011,Production,Production,7419,1167,1,7418
CAMACHO CENTENO MERINO,INSTANCELEVEL,-22,11/03/2011,Production,Production,137,239,1,136
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-22,11/03/2011,Production,Production,9246,7,1,9245
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-22,11/03/2011,Production,Production,833,0,1,832
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-22,11/03/2011,Production,Production,2792,1068,1,2791
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-22,11/03/2011,Production,Production,8616,850,1,8615
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,1676,3,1,1675
CH ROBINSON COMPANY,INSTANCELEVEL,-22,11/03/2011,Production,Production,818,0,1,817
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-22,11/03/2011,Production,Production,9163,633,1,9162
CIL TEXTILES PVT LTD,INSTANCELEVEL,-22,11/03/2011,Production,Production,0,0,0,0
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,5523,2891,1,5522
COMARK GRAIN MARKETING,INSTANCELEVEL,-22,11/03/2011,Production,Production,1098,3,1,1097
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-22,11/03/2011,Production,Production,7051,960,1,7050
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,0,0,0,0
COMERGALV SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9243,0,1,9242
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-22,11/03/2011,Production,Production,833,0,1,832
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,2196,1326,1,2195
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,8462,1616,1,8461
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9254,2,1,9253
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,818,0,1,817
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,9060,725,1,9059
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-22,11/03/2011,Production,Production,4407,1200,1,4406
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-22,11/03/2011,Production,Production,28163,1364,23472,4691
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,28204,235,25366,2838
D NOVO SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,22755,765,19306,3449
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-22,11/03/2011,Production,Production,11424,111,11284,140
Darta NV,INSTANCELEVEL,-22,11/03/2011,Production,Production,16769,1008,15130,1639
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-22,11/03/2011,Production,Production,30012,1305,24439,5573
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-22,11/03/2011,Production,Production,19650,940,17483,2167
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,12236,720,11541,695
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,25142,789,21160,3982
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,31506,1198,25118,6388
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-22,11/03/2011,Production,Production,14278,748,13159,1119
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-22,11/03/2011,Production,Production,20701,729,17984,2717
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-22,11/03/2011,Production,Production,27651,1377,23079,4572
