Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
ST. CLAIR SERVICE,ACCOUNTLEVEL,-23,18318,12721,6168,8792,319,608,451,1891,2484
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-23,8833,9352,7031,5813,663,1046,246,1601,1690
CARNES KM SA DE CV,ACCOUNTLEVEL,-23,3029,11594,249,15609,372,670,378,1507,2483
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-23,11551,9446,12011,7387,439,707,389,1416,1866
COMNET SA DE CV,ACCOUNTLEVEL,-23,17364,11110,13027,11649,514,706,10,1219,1717
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-23,16041,9771,11927,7387,300,618,309,1241,2313
FRUITCORP SA DE CV,ACCOUNTLEVEL,-23,4929,4401,7889,11580,369,783,365,1398,2164
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-23,12761,7738,14983,10320,558,775,170,1151,2457
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-23,893,12113,15987,6486,626,940,143,1196,1619
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-23,11340,18097,12703,12585,708,913,130,1289,2020
K & S Contractors Supply Co,ACCOUNTLEVEL,-23,9758,5143,572,434,629,827,347,1250,1731
Tioga Hardwoods Inc,ACCOUNTLEVEL,-23,15691,4568,15561,18445,639,687,58,1373,2012
GHCL Limited,ACCOUNTLEVEL,-23,1011,10057,13292,5451,320,699,258,1734,2214
Motion Industries Inc.,ACCOUNTLEVEL,-23,1000,1641,393,5237,440,1098,208,1891,2201
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-23,9132,10358,7376,2068,794,841,487,1804,2355
Quantum Foods,ACCOUNTLEVEL,-23,10683,9281,16766,12209,684,998,161,1822,2032
Family Magazine,ACCOUNTLEVEL,-23,14377,13161,2952,6422,768,851,45,1869,1840
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-23,18118,10119,9424,2851,696,867,1,1027,2100
Innovative Laser Inc,ACCOUNTLEVEL,-23,6261,17341,3481,10476,382,1074,217,1986,1911
Addis Housewares Ltd,ACCOUNTLEVEL,-23,18725,8500,13271,5711,634,814,481,1491,2115
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-23,667,1729,12637,10188,755,789,276,1485,2420
APLNG,ACCOUNTLEVEL,-23,4210,13217,1670,715,758,847,312,1967,1632
Quince Hungary Kft,ACCOUNTLEVEL,-23,12143,4800,14969,266,539,863,336,1868,2363
Jandel Scientific Inc.,ACCOUNTLEVEL,-23,6206,12373,13888,16753,425,693,443,1429,2147
Viking Tool & Steel,ACCOUNTLEVEL,-23,6921,10946,15443,5156,526,1005,23,1699,1982
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-23,2517,9269,816,1197,448,950,17,1978,1516
MAPE USA,ACCOUNTLEVEL,-23,15697,15814,17435,8200,396,919,229,1964,1677
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-23,8234,12552,6292,17745,567,791,156,1414,1597
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-23,5110,6876,4504,11947,465,1042,314,1270,2044
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-23,11835,2881,6029,14981,330,662,461,1846,1747
M&M SERVICE CO,ACCOUNTLEVEL,-23,1392,17422,9813,14354,618,763,453,1788,2315
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-23,5388,12072,18289,8521,731,853,127,1082,2345
L and P Financial Services Co,ACCOUNTLEVEL,-23,10608,7185,15716,11170,800,731,121,1925,2498
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-23,12716,17947,9680,11176,586,882,34,1831,1999
CATMADER SL,ACCOUNTLEVEL,-23,7209,659,13317,12891,753,617,195,1622,1578
Tekno Inc,ACCOUNTLEVEL,-23,15293,564,8757,10656,616,725,432,1803,1788
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-23,3626,17834,17430,18437,746,774,65,1450,2032
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-23,4276,5271,17817,8600,484,926,318,1513,1569
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-23,1984,1889,3498,10283,622,791,425,1368,1521
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-23,11554,634,7986,9662,693,804,260,1512,1909
COMERGALV SA DE CV,ACCOUNTLEVEL,-23,1982,7914,10387,15676,715,971,453,1944,2486
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-23,13360,8106,18561,17770,761,766,471,1513,2254
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-23,6220,15036,13693,6995,690,741,137,1142,2242
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-23,17317,16105,10428,9734,532,675,401,1211,1595
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-23,4326,5827,1235,15727,470,652,479,1052,2429
TERENTRO SA DE CV,ACCOUNTLEVEL,-23,12389,5677,10423,7007,484,697,266,1271,2324
FUNTASTIC LIMITED,ACCOUNTLEVEL,-23,4485,13100,3431,3010,490,889,115,1436,1620
DeeTag USA,ACCOUNTLEVEL,-23,9180,5940,5334,15204,556,626,365,1966,1714
Lakeland Village,ACCOUNTLEVEL,-23,13753,18928,10773,5862,687,817,260,1528,2228
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-23,5446,7307,18946,10296,307,882,401,1652,2443
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-23,9156,9164,18594,7844,411,852,435,1232,2184
Do not Use1,ACCOUNTLEVEL,-23,596,18265,10334,9666,642,712,273,1514,1707
Oil Chem Research Corp,ACCOUNTLEVEL,-23,5909,6740,2048,909,312,1064,59,1963,1956
LICK ELEVATOR,ACCOUNTLEVEL,-23,13402,11378,6710,6327,365,1030,167,1675,1767
Quanex Screens LLC,ACCOUNTLEVEL,-23,12154,6209,15494,14408,339,697,73,1932,2279
A and T unlimit Limited,ACCOUNTLEVEL,-22,8348,9020,10513,14382,489,762,29,1785,1625
Sienna Gold Ltd,ACCOUNTLEVEL,-22,8820,18496,1195,2160,434,1015,153,1244,1549
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-22,11502,5480,17844,1897,426,1067,69,1684,2191
Murex N.A. Ltd,ACCOUNTLEVEL,-22,13142,12068,1258,18923,349,648,163,1515,1537
Via Systems,ACCOUNTLEVEL,-22,12359,17091,13197,7627,484,1078,467,1960,1916
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-22,15366,11374,6410,2178,320,611,274,1052,2247
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-22,1208,2953,16860,13288,364,782,208,1489,1685
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-22,15043,777,14628,12337,369,852,85,1652,1695
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-22,9108,5500,17329,9402,651,677,412,1431,1901
Anunay Fab Ltd,ACCOUNTLEVEL,-22,8610,9306,2667,9773,729,650,302,1925,2018
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-22,7217,15154,17779,5034,594,678,284,1998,1510
Jadow B & Sons Inc,ACCOUNTLEVEL,-22,4412,11745,11961,16657,671,751,208,1814,1722
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-22,7832,11821,17345,5058,312,670,239,1845,2138
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-22,3741,16545,3709,17494,439,773,178,1016,1957
Alltech Automotive LLC,ACCOUNTLEVEL,-22,7280,11885,18755,12491,698,770,162,1857,2133
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-22,16268,3370,2971,17571,762,1015,248,1763,2270
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-22,7621,905,17787,16583,756,754,328,1104,2039
ATTEBURY GRAIN,ACCOUNTLEVEL,-22,18013,11916,120,14475,373,658,354,1408,2318
Vicor,ACCOUNTLEVEL,-22,15888,171,16457,3840,302,759,452,1122,2250
Baja Inc,ACCOUNTLEVEL,-22,11933,16535,4974,6376,564,912,462,1916,2164
National Assn of Printing Ink,ACCOUNTLEVEL,-22,18527,3466,10879,12817,378,1085,208,1154,1600
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-22,7774,5782,9675,14541,369,707,410,1792,2098
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-22,4768,8904,6965,1543,465,685,328,1678,2485
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-22,1147,16910,4592,6929,721,693,20,1508,2337
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-22,12182,13997,16338,11094,619,1018,299,1608,1637
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-22,17967,17321,1248,12687,753,978,80,1961,2070
Triumph Tool NC Inc,ACCOUNTLEVEL,-22,13263,4420,2768,8423,446,730,286,1935,2209
Darta NV,ACCOUNTLEVEL,-22,2673,4642,10402,2323,434,700,368,1328,2481
COTY UK LTD,ACCOUNTLEVEL,-22,939,4454,11279,16074,748,683,124,1187,1531
Deal Partners Limited,ACCOUNTLEVEL,-22,9512,3072,10812,15537,718,858,370,1632,2237
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-22,8038,9169,16789,11258,386,689,201,1146,1531
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-22,13570,14391,17311,1875,636,957,339,1597,1930
GKN Sinter Metals,ACCOUNTLEVEL,-22,17365,3981,1738,6646,512,931,217,1022,1843
AGENCE PRESSE,ACCOUNTLEVEL,-22,16356,8841,12684,17580,474,969,58,1274,2246
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-22,10812,8835,6482,5953,373,687,49,1922,1694
AUREA SOFTWARE INC,ACCOUNTLEVEL,-22,518,6376,17243,2107,782,670,283,1829,1660
Ocean Sports Wear,ACCOUNTLEVEL,-22,2232,7878,4888,2391,455,732,63,1600,1963
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-22,15145,13519,2904,13105,659,974,225,1029,2187
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-22,6264,6555,13464,8442,723,1026,429,1647,2132
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-22,6662,15892,559,9161,544,787,62,1335,1927
UNIFOODS SA DE CV,ACCOUNTLEVEL,-22,4160,7353,4570,15872,533,916,380,1234,2053
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-22,18027,3440,4726,3213,506,842,357,1975,1957
JARDINS DE NORTENE,ACCOUNTLEVEL,-22,2302,11797,18389,7979,633,1020,479,1952,1965
Terry Store age spa,ACCOUNTLEVEL,-22,10010,16230,11167,15754,406,933,131,1809,1868
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-22,18429,6432,10094,4239,611,956,334,1158,1505
ST. CLAIR SERVICE,ACCOUNTLEVEL,-22,3403,4825,16061,6302,605,811,81,1189,1663
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-22,226,11354,651,15528,630,850,43,1897,2360
CARNES KM SA DE CV,ACCOUNTLEVEL,-22,12535,1298,14238,14766,596,788,467,1608,2497
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-22,13134,13112,2502,17206,370,1088,55,1382,1766
COMNET SA DE CV,ACCOUNTLEVEL,-22,2869,11768,18344,1830,334,1013,169,1859,2059
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-22,14649,5235,16827,17514,769,845,284,1034,1545
FRUITCORP SA DE CV,ACCOUNTLEVEL,-22,16126,2710,10391,10513,414,959,295,1922,1889
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-22,2893,3049,11624,1238,400,1061,459,1685,1844
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-22,815,13621,16451,11844,390,820,369,1225,1810
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-22,13744,6928,13014,7633,766,786,45,1476,1955
K & S Contractors Supply Co,ACCOUNTLEVEL,-22,6809,9756,2841,942,636,1040,285,1184,2060
Tioga Hardwoods Inc,ACCOUNTLEVEL,-22,7103,17407,18038,4227,582,884,279,1846,1537
GHCL Limited,ACCOUNTLEVEL,-22,17934,9056,9227,5140,592,798,350,1607,2490
Motion Industries Inc.,ACCOUNTLEVEL,-22,5979,13519,18638,6307,779,822,118,1504,2329
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-22,16896,5871,7060,1868,559,878,22,1895,2064
Quantum Foods,ACCOUNTLEVEL,-22,2152,12714,9840,18720,457,892,215,1750,1656
Family Magazine,ACCOUNTLEVEL,-22,12978,4815,9200,5321,503,901,269,1884,2196
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-22,6400,7142,1831,12706,735,669,457,1916,2365
Innovative Laser Inc,ACCOUNTLEVEL,-22,17958,8862,8780,2699,430,835,131,1384,1912
Addis Housewares Ltd,ACCOUNTLEVEL,-22,3120,18094,10745,16990,586,617,468,1490,1710
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-22,4801,11384,10188,15096,349,712,66,1845,2308
APLNG,ACCOUNTLEVEL,-22,14641,17929,9434,8306,479,922,435,1145,1527
Quince Hungary Kft,ACCOUNTLEVEL,-22,2266,11728,15448,5223,367,841,269,1754,2108
Jandel Scientific Inc.,ACCOUNTLEVEL,-22,4989,7950,12325,4159,373,826,135,1574,2448
Viking Tool & Steel,ACCOUNTLEVEL,-22,16694,9628,3984,3308,552,787,324,1710,2346
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-22,5290,13255,1583,2667,410,1054,90,1844,2459
MAPE USA,ACCOUNTLEVEL,-22,5114,452,10207,5000,664,733,60,1377,1569
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-22,18329,8902,14663,1795,325,700,86,1904,2382
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-22,14989,9044,15137,17416,592,985,114,1359,2231
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-22,3251,14695,16304,9624,559,887,191,1599,1764
M&M SERVICE CO,ACCOUNTLEVEL,-22,12856,1965,17466,6723,319,1068,285,1867,1968
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-22,7613,9734,446,3180,768,782,165,1179,2377
L and P Financial Services Co,ACCOUNTLEVEL,-22,13653,7004,18986,3297,524,832,324,1930,2433
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-22,7864,7020,9690,17012,499,1054,351,1907,2072
CATMADER SL,ACCOUNTLEVEL,-22,12006,5985,9550,15850,774,765,150,1108,2233
Tekno Inc,ACCOUNTLEVEL,-22,732,5603,5740,8897,423,820,65,1360,2002
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-22,12069,3889,10105,16703,772,616,322,1312,1913
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-22,3930,5471,8440,1417,324,1034,241,1298,2329
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-22,11181,9287,11179,11409,472,959,97,1709,1501
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-22,2785,12158,2352,13628,466,926,319,1614,2463
COMERGALV SA DE CV,ACCOUNTLEVEL,-22,17843,4712,15271,12683,593,823,78,1481,1571
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-22,14549,13003,1718,1170,421,1068,343,1948,1952
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-22,2484,386,18592,9913,313,882,40,1861,1992
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-22,2548,14986,9291,327,649,619,301,1562,1796
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-22,6773,10690,4348,1714,457,990,175,1520,1581
TERENTRO SA DE CV,ACCOUNTLEVEL,-22,18211,6214,6660,2733,451,1056,150,1317,2489
FUNTASTIC LIMITED,ACCOUNTLEVEL,-22,6288,1328,10451,8656,409,900,197,1430,1875
DeeTag USA,ACCOUNTLEVEL,-22,18342,11524,5031,8407,547,748,392,1637,1995
Lakeland Village,ACCOUNTLEVEL,-22,12052,4135,9026,6729,569,950,69,1810,1750
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-22,42,3367,8454,8791,371,880,291,1579,1542
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-22,8616,3690,17710,368,620,700,339,1060,2496
Do not Use1,ACCOUNTLEVEL,-22,14668,16551,7291,17450,512,743,417,1686,2056
Oil Chem Research Corp,ACCOUNTLEVEL,-22,2727,3630,12190,3045,606,802,409,1330,1730
LICK ELEVATOR,ACCOUNTLEVEL,-22,4857,17120,12172,17893,645,692,24,1581,1911
Quanex Screens LLC,ACCOUNTLEVEL,-22,8964,11598,9602,6350,587,835,183,1147,2122
A and T unlimit Limited,ACCOUNTLEVEL,-21,14285,17128,15688,12266,633,1066,252,1967,1636
Sienna Gold Ltd,ACCOUNTLEVEL,-21,4384,8424,15325,9570,581,853,220,1851,1836
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-21,9629,1259,4402,1445,462,994,242,1455,2043
Murex N.A. Ltd,ACCOUNTLEVEL,-21,15205,944,13389,4238,659,606,33,1436,2016
Via Systems,ACCOUNTLEVEL,-21,12816,17919,10520,2172,439,725,377,1081,2176
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-21,3925,15168,17742,9132,651,729,192,1378,1943
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-21,3533,16882,291,10344,365,907,480,1944,1590
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-21,944,6819,5696,13718,664,738,434,1491,1729
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-21,10351,9636,10801,13155,325,858,146,1073,2355
Anunay Fab Ltd,ACCOUNTLEVEL,-21,7289,13530,250,7144,541,608,90,1711,2197
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-21,2352,8629,13884,17720,374,910,414,1491,1653
Jadow B & Sons Inc,ACCOUNTLEVEL,-21,6424,5332,1459,414,577,693,164,1581,2048
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-21,3023,1783,1684,13330,408,895,383,1802,2242
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-21,16207,10638,1851,5980,770,898,434,1479,2126
Alltech Automotive LLC,ACCOUNTLEVEL,-21,9396,7677,631,10309,369,974,111,1540,1790
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-21,14294,16599,554,11101,632,801,90,1614,2105
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-21,3134,8520,16827,175,320,606,57,1041,1921
ATTEBURY GRAIN,ACCOUNTLEVEL,-21,4720,14426,17800,18325,792,875,54,1592,2211
Vicor,ACCOUNTLEVEL,-21,5925,10270,7239,7930,596,683,14,1793,1676
Baja Inc,ACCOUNTLEVEL,-21,13110,1129,5773,10343,352,1019,421,1426,1842
National Assn of Printing Ink,ACCOUNTLEVEL,-21,13900,8997,2627,8519,559,639,259,1451,1610
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-21,11851,17178,66,2508,507,751,485,1328,1672
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-21,6463,7667,2110,4606,791,952,252,1518,1629
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-21,11254,3094,7692,9833,748,866,231,1782,2258
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-21,12385,10536,9562,7575,399,849,442,1494,2316
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-21,17088,11205,2978,1770,518,872,386,1839,1831
Triumph Tool NC Inc,ACCOUNTLEVEL,-21,15794,12742,2715,2008,778,641,495,1656,2375
Darta NV,ACCOUNTLEVEL,-21,9756,6441,16534,6886,545,1067,290,1846,2417
COTY UK LTD,ACCOUNTLEVEL,-21,7543,11490,12873,17331,512,931,339,1055,1615
Deal Partners Limited,ACCOUNTLEVEL,-21,11921,3161,5846,13077,476,666,191,1262,2171
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-21,6313,7190,15818,17033,635,914,411,1852,1785
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-21,6233,5690,631,6592,490,827,55,1688,2309
GKN Sinter Metals,ACCOUNTLEVEL,-21,11565,394,8273,3817,324,601,130,1600,2261
AGENCE PRESSE,ACCOUNTLEVEL,-21,5674,15196,6240,7471,311,714,325,1451,1707
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-21,11935,2446,5840,16592,457,816,378,1995,1859
AUREA SOFTWARE INC,ACCOUNTLEVEL,-21,160,14569,2593,14162,727,698,133,1500,1930
Ocean Sports Wear,ACCOUNTLEVEL,-21,14586,11943,1733,8154,668,673,209,1343,1705
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-21,12141,11553,18671,12371,785,866,493,1369,1724
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-21,16183,12111,17238,10149,502,723,382,1537,2481
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-21,16360,17843,15034,1082,467,752,89,1250,2127
UNIFOODS SA DE CV,ACCOUNTLEVEL,-21,6727,258,4310,2865,744,1015,90,1835,2449
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-21,5243,2519,14609,14914,478,987,128,1484,2331
JARDINS DE NORTENE,ACCOUNTLEVEL,-21,13558,11760,7724,12696,305,939,161,1872,2163
Terry Store age spa,ACCOUNTLEVEL,-21,11381,8221,2565,15884,437,912,350,1734,1652
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-21,7432,5794,14609,13942,785,740,429,1054,2489
ST. CLAIR SERVICE,ACCOUNTLEVEL,-21,5123,56,7824,2145,649,794,93,1887,2021
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-21,8057,7034,18438,18816,355,819,99,1056,1631
CARNES KM SA DE CV,ACCOUNTLEVEL,-21,10088,17695,4232,1603,768,820,390,1108,1833
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-21,4405,17815,16219,12190,529,813,260,1020,1734
COMNET SA DE CV,ACCOUNTLEVEL,-21,17617,11857,705,13703,612,845,366,1711,2302
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-21,5991,15387,15434,17252,601,1023,497,1354,1513
FRUITCORP SA DE CV,ACCOUNTLEVEL,-21,8274,2765,11164,7705,723,801,319,1889,2193
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-21,3367,9882,9297,6015,416,651,245,1981,1894
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-21,1764,18756,4328,9506,755,926,83,1705,2307
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-21,2526,14882,1195,10304,379,952,219,1856,1805
K & S Contractors Supply Co,ACCOUNTLEVEL,-21,5710,11171,9352,4336,459,836,122,1621,1794
Tioga Hardwoods Inc,ACCOUNTLEVEL,-21,5821,5386,10240,7481,307,936,223,1480,1954
GHCL Limited,ACCOUNTLEVEL,-21,13143,7355,12333,16664,582,635,52,1883,1662
Motion Industries Inc.,ACCOUNTLEVEL,-21,10208,10098,2122,10613,523,1065,495,1117,2089
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-21,1988,6800,2288,18100,642,1012,408,1600,2312
Quantum Foods,ACCOUNTLEVEL,-21,3168,16877,13714,5250,428,974,299,1988,2079
Family Magazine,ACCOUNTLEVEL,-21,17889,2976,5152,6887,386,1083,489,1036,1508
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-21,10354,1177,4866,4019,687,951,471,1750,2164
Innovative Laser Inc,ACCOUNTLEVEL,-21,18305,14689,15709,13756,389,660,310,1598,1683
Addis Housewares Ltd,ACCOUNTLEVEL,-21,8852,7818,18253,6535,599,926,499,1261,1805
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-21,9270,11664,10398,10623,441,770,101,1908,1783
APLNG,ACCOUNTLEVEL,-21,6383,2137,6314,15552,704,618,271,1703,2293
Quince Hungary Kft,ACCOUNTLEVEL,-21,17257,12781,4945,5851,691,675,283,1109,2330
Jandel Scientific Inc.,ACCOUNTLEVEL,-21,4096,387,221,3378,402,898,347,1915,1598
Viking Tool & Steel,ACCOUNTLEVEL,-21,1936,4694,2171,13907,457,1094,185,1543,2179
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-21,8339,6671,12544,13675,700,870,62,1158,2318
MAPE USA,ACCOUNTLEVEL,-21,18763,15311,6495,2891,341,1050,476,1576,1714
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-21,16311,6720,16124,9846,606,857,124,1300,1909
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-21,18749,1072,5062,3911,464,1031,263,1432,2179
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-21,18622,13094,16000,92,794,1061,7,1778,1814
M&M SERVICE CO,ACCOUNTLEVEL,-21,14392,6316,7560,7104,480,965,32,1134,2423
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-21,3775,668,1071,2889,695,1038,467,1178,1710
L and P Financial Services Co,ACCOUNTLEVEL,-21,1100,10627,8520,5442,658,1090,231,1092,1752
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-21,17005,6184,17036,14613,470,807,276,1199,1651
CATMADER SL,ACCOUNTLEVEL,-21,1659,9463,3047,14511,636,834,410,1981,2347
Tekno Inc,ACCOUNTLEVEL,-21,15521,16581,11781,747,372,691,433,1499,2305
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-21,17832,18621,4212,9643,505,903,436,1264,2096
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-21,12893,12445,18969,16571,721,707,292,1620,2002
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-21,10667,5540,15167,15127,458,861,196,1526,1785
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-21,8901,4399,12938,12077,691,660,123,1376,1687
COMERGALV SA DE CV,ACCOUNTLEVEL,-21,1541,729,6127,6773,499,766,232,1198,2313
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-21,3824,5076,17469,13335,329,707,37,1706,2427
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-21,7727,1946,10451,9966,578,1079,322,1699,1533
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-21,11393,8917,16672,6426,570,787,353,1976,1556
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-21,18118,8825,4761,12131,523,1071,378,1461,2106
