Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
ST. CLAIR SERVICE,ACCOUNTLEVEL,-23,10200,2197,4189,11257,319,608,451,1891,2484
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-23,9412,12574,11635,2564,663,1046,246,1601,1690
CARNES KM SA DE CV,ACCOUNTLEVEL,-23,14178,10297,932,4049,372,670,378,1507,2483
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-23,4612,10822,11312,14286,439,707,389,1416,1866
COMNET SA DE CV,ACCOUNTLEVEL,-23,8475,3529,10436,11798,514,706,10,1219,1717
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-23,1940,6584,3067,1212,300,618,309,1241,2313
FRUITCORP SA DE CV,ACCOUNTLEVEL,-23,1383,1623,3914,13778,369,783,365,1398,2164
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-23,13372,7846,12058,4446,558,775,170,1151,2457
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-23,5553,12165,4665,5458,626,940,143,1196,1619
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-23,13546,11662,10434,11611,708,913,130,1289,2020
K & S Contractors Supply Co,ACCOUNTLEVEL,-23,1528,9596,709,8951,629,827,347,1250,1731
Tioga Hardwoods Inc,ACCOUNTLEVEL,-23,10175,1974,8316,10607,639,687,58,1373,2012
GHCL Limited,ACCOUNTLEVEL,-23,7958,5516,8584,5066,320,699,258,1734,2214
Motion Industries Inc.,ACCOUNTLEVEL,-23,6387,9521,6726,8241,440,1098,208,1891,2201
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-23,1237,7058,8383,3388,794,841,487,1804,2355
Quantum Foods,ACCOUNTLEVEL,-23,11753,3012,7023,4935,684,998,161,1822,2032
Family Magazine,ACCOUNTLEVEL,-23,8208,7437,9018,6045,768,851,45,1869,1840
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-23,1073,10256,1696,13679,696,867,1,1027,2100
Innovative Laser Inc,ACCOUNTLEVEL,-23,4725,699,10463,8749,382,1074,217,1986,1911
Addis Housewares Ltd,ACCOUNTLEVEL,-23,2032,1864,9861,13078,634,814,481,1491,2115
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-23,5768,10652,11413,8427,755,789,276,1485,2420
APLNG,ACCOUNTLEVEL,-23,3290,1520,8819,7978,758,847,312,1967,1632
Quince Hungary Kft,ACCOUNTLEVEL,-23,3867,10165,5891,12884,539,863,336,1868,2363
Jandel Scientific Inc.,ACCOUNTLEVEL,-23,14108,10022,2881,3280,425,693,443,1429,2147
Viking Tool & Steel,ACCOUNTLEVEL,-23,4581,3280,9962,1520,526,1005,23,1699,1982
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-23,11765,12458,7340,1089,448,950,17,1978,1516
MAPE USA,ACCOUNTLEVEL,-23,8220,6322,796,12759,396,919,229,1964,1677
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-23,2223,7283,586,4404,567,791,156,1414,1597
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-23,4968,9484,14956,2035,465,1042,314,1270,2044
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-23,4183,4134,4097,6001,330,662,461,1846,1747
M&M SERVICE CO,ACCOUNTLEVEL,-23,9282,8548,7339,12131,618,763,453,1788,2315
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-23,2074,5681,14138,5225,731,853,127,1082,2345
L and P Financial Services Co,ACCOUNTLEVEL,-23,9885,1084,11109,525,800,731,121,1925,2498
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-23,1881,1507,720,13182,586,882,34,1831,1999
CATMADER SL,ACCOUNTLEVEL,-23,12827,1326,12297,1284,753,617,195,1622,1578
Tekno Inc,ACCOUNTLEVEL,-23,13421,7963,12471,10485,616,725,432,1803,1788
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-23,7395,6218,9610,8703,746,774,65,1450,2032
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-23,6718,724,11017,13440,484,926,318,1513,1569
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-23,12015,1282,2071,273,622,791,425,1368,1521
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-23,11129,11902,1981,10240,693,804,260,1512,1909
COMERGALV SA DE CV,ACCOUNTLEVEL,-23,1462,1926,1801,8970,715,971,453,1944,2486
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-23,6272,7984,1583,3948,761,766,471,1513,2254
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-23,11025,4470,8805,2533,690,741,137,1142,2242
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-23,6300,5119,4410,3664,532,675,401,1211,1595
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-23,2498,2731,5048,6365,470,652,479,1052,2429
TERENTRO SA DE CV,ACCOUNTLEVEL,-23,1241,10218,7020,7225,484,697,266,1271,2324
FUNTASTIC LIMITED,ACCOUNTLEVEL,-23,7552,5496,7234,4644,490,889,115,1436,1620
DeeTag USA,ACCOUNTLEVEL,-23,10593,14024,9536,2753,556,626,365,1966,1714
Lakeland Village,ACCOUNTLEVEL,-23,11283,883,9668,5065,687,817,260,1528,2228
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-23,2611,4866,9520,8,307,882,401,1652,2443
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-23,1801,2943,4651,11013,411,852,435,1232,2184
Do not Use1,ACCOUNTLEVEL,-23,7311,1236,1722,12673,642,712,273,1514,1707
Oil Chem Research Corp,ACCOUNTLEVEL,-23,10393,13199,11326,7512,312,1064,59,1963,1956
LICK ELEVATOR,ACCOUNTLEVEL,-23,14219,12439,6002,1383,365,1030,167,1675,1767
Quanex Screens LLC,ACCOUNTLEVEL,-23,13446,13806,1378,6855,339,697,73,1932,2279
A and T unlimit Limited,ACCOUNTLEVEL,-22,14824,6291,13028,6848,489,762,29,1785,1625
Sienna Gold Ltd,ACCOUNTLEVEL,-22,2434,11333,10239,3734,434,1015,153,1244,1549
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-22,12621,897,1552,13275,426,1067,69,1684,2191
Murex N.A. Ltd,ACCOUNTLEVEL,-22,14125,8891,4074,13677,349,648,163,1515,1537
Via Systems,ACCOUNTLEVEL,-22,3848,10344,3478,8666,484,1078,467,1960,1916
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-22,453,8384,6967,5798,320,611,274,1052,2247
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-22,2920,383,10689,5759,364,782,208,1489,1685
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-22,12104,11243,11943,11021,369,852,85,1652,1695
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-22,7845,7000,5388,13327,651,677,412,1431,1901
Anunay Fab Ltd,ACCOUNTLEVEL,-22,3329,2650,902,9581,729,650,302,1925,2018
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-22,6756,6059,8198,9261,594,678,284,1998,1510
Jadow B & Sons Inc,ACCOUNTLEVEL,-22,5286,6939,8777,3153,671,751,208,1814,1722
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-22,2887,5822,14599,2247,312,670,239,1845,2138
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-22,11909,4914,9521,11147,439,773,178,1016,1957
Alltech Automotive LLC,ACCOUNTLEVEL,-22,10905,868,14303,14871,698,770,162,1857,2133
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-22,6278,3220,8606,13906,762,1015,248,1763,2270
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-22,10933,13815,9471,2177,756,754,328,1104,2039
ATTEBURY GRAIN,ACCOUNTLEVEL,-22,8729,10985,7505,6331,373,658,354,1408,2318
Vicor,ACCOUNTLEVEL,-22,11372,6503,9474,2331,302,759,452,1122,2250
Baja Inc,ACCOUNTLEVEL,-22,396,8336,1753,9356,564,912,462,1916,2164
National Assn of Printing Ink,ACCOUNTLEVEL,-22,12519,6217,7920,3909,378,1085,208,1154,1600
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-22,9503,1904,5128,5423,369,707,410,1792,2098
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-22,1348,8000,2775,37,465,685,328,1678,2485
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-22,10636,12600,5345,10531,721,693,20,1508,2337
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-22,3622,8753,5914,1363,619,1018,299,1608,1637
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-22,2432,11308,7790,5975,753,978,80,1961,2070
Triumph Tool NC Inc,ACCOUNTLEVEL,-22,8538,649,8542,6725,446,730,286,1935,2209
Darta NV,ACCOUNTLEVEL,-22,7127,775,11193,5431,434,700,368,1328,2481
COTY UK LTD,ACCOUNTLEVEL,-22,8471,10351,12737,1297,748,683,124,1187,1531
Deal Partners Limited,ACCOUNTLEVEL,-22,1889,9322,11743,6115,718,858,370,1632,2237
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-22,10965,1904,13051,12359,386,689,201,1146,1531
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-22,384,11102,659,8431,636,957,339,1597,1930
GKN Sinter Metals,ACCOUNTLEVEL,-22,4831,10311,12789,1555,512,931,217,1022,1843
AGENCE PRESSE,ACCOUNTLEVEL,-22,225,11579,11359,8686,474,969,58,1274,2246
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-22,14711,6151,8327,3816,373,687,49,1922,1694
AUREA SOFTWARE INC,ACCOUNTLEVEL,-22,11398,455,925,2086,782,670,283,1829,1660
Ocean Sports Wear,ACCOUNTLEVEL,-22,5025,443,13924,13396,455,732,63,1600,1963
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-22,461,1603,3723,3141,659,974,225,1029,2187
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-22,8816,13827,9643,11388,723,1026,429,1647,2132
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-22,905,13954,11981,12052,544,787,62,1335,1927
UNIFOODS SA DE CV,ACCOUNTLEVEL,-22,8433,12052,12858,6608,533,916,380,1234,2053
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-22,1273,14387,13654,1015,506,842,357,1975,1957
JARDINS DE NORTENE,ACCOUNTLEVEL,-22,11465,8649,1728,13358,633,1020,479,1952,1965
Terry Store age spa,ACCOUNTLEVEL,-22,2407,1548,6429,14424,406,933,131,1809,1868
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-22,10372,4837,4872,8264,611,956,334,1158,1505
ST. CLAIR SERVICE,ACCOUNTLEVEL,-22,14303,8501,12111,11579,605,811,81,1189,1663
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-22,14032,11748,13357,4032,630,850,43,1897,2360
CARNES KM SA DE CV,ACCOUNTLEVEL,-22,5997,14753,3059,12065,596,788,467,1608,2497
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-22,7358,8033,10895,13241,370,1088,55,1382,1766
COMNET SA DE CV,ACCOUNTLEVEL,-22,11503,6739,8541,4465,334,1013,169,1859,2059
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-22,14718,1336,14045,1572,769,845,284,1034,1545
FRUITCORP SA DE CV,ACCOUNTLEVEL,-22,1882,14397,2569,2833,414,959,295,1922,1889
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-22,2310,5670,8948,11218,400,1061,459,1685,1844
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-22,13587,14231,4218,11702,390,820,369,1225,1810
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-22,2597,3906,7640,6306,766,786,45,1476,1955
K & S Contractors Supply Co,ACCOUNTLEVEL,-22,7246,1041,10462,13500,636,1040,285,1184,2060
Tioga Hardwoods Inc,ACCOUNTLEVEL,-22,3127,13765,3940,3621,582,884,279,1846,1537
GHCL Limited,ACCOUNTLEVEL,-22,6367,9136,2305,11414,592,798,350,1607,2490
Motion Industries Inc.,ACCOUNTLEVEL,-22,5208,5977,14511,8455,779,822,118,1504,2329
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-22,8907,10919,7,12589,559,878,22,1895,2064
Quantum Foods,ACCOUNTLEVEL,-22,1531,5046,12208,12943,457,892,215,1750,1656
Family Magazine,ACCOUNTLEVEL,-22,12028,2098,3934,14382,503,901,269,1884,2196
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-22,2730,403,10699,6662,735,669,457,1916,2365
Innovative Laser Inc,ACCOUNTLEVEL,-22,5257,8036,8389,5271,430,835,131,1384,1912
Addis Housewares Ltd,ACCOUNTLEVEL,-22,8951,6646,1320,6289,586,617,468,1490,1710
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-22,6420,13658,12378,12341,349,712,66,1845,2308
APLNG,ACCOUNTLEVEL,-22,1586,7034,2413,12084,479,922,435,1145,1527
Quince Hungary Kft,ACCOUNTLEVEL,-22,13655,10248,3871,12071,367,841,269,1754,2108
Jandel Scientific Inc.,ACCOUNTLEVEL,-22,5446,14720,4942,13025,373,826,135,1574,2448
Viking Tool & Steel,ACCOUNTLEVEL,-22,3561,5040,13923,13827,552,787,324,1710,2346
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-22,13809,2792,4537,8561,410,1054,90,1844,2459
MAPE USA,ACCOUNTLEVEL,-22,8076,13792,10868,13758,664,733,60,1377,1569
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-22,11450,7025,1197,5631,325,700,86,1904,2382
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-22,3082,7504,10354,5960,592,985,114,1359,2231
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-22,10791,13032,10254,14253,559,887,191,1599,1764
M&M SERVICE CO,ACCOUNTLEVEL,-22,4913,3320,5825,7926,319,1068,285,1867,1968
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-22,7152,13446,8126,12405,768,782,165,1179,2377
L and P Financial Services Co,ACCOUNTLEVEL,-22,2204,5455,14961,12473,524,832,324,1930,2433
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-22,10856,1096,9886,2228,499,1054,351,1907,2072
CATMADER SL,ACCOUNTLEVEL,-22,5502,551,5821,8441,774,765,150,1108,2233
Tekno Inc,ACCOUNTLEVEL,-22,2655,3395,8546,14768,423,820,65,1360,2002
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-22,1014,597,1695,7253,772,616,322,1312,1913
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-22,14100,8231,13608,11390,324,1034,241,1298,2329
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-22,3065,2118,6375,2017,472,959,97,1709,1501
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-22,13373,13892,3222,13358,466,926,319,1614,2463
COMERGALV SA DE CV,ACCOUNTLEVEL,-22,8374,13158,10134,6347,593,823,78,1481,1571
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-22,10142,5061,14618,12266,421,1068,343,1948,1952
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-22,9537,3587,7720,13939,313,882,40,1861,1992
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-22,4871,9156,2700,3665,649,619,301,1562,1796
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-22,5398,1127,5647,11141,457,990,175,1520,1581
TERENTRO SA DE CV,ACCOUNTLEVEL,-22,2976,13333,12014,10279,451,1056,150,1317,2489
FUNTASTIC LIMITED,ACCOUNTLEVEL,-22,9383,6590,1879,12447,409,900,197,1430,1875
DeeTag USA,ACCOUNTLEVEL,-22,422,6132,3838,6383,547,748,392,1637,1995
Lakeland Village,ACCOUNTLEVEL,-22,5634,4036,10850,1956,569,950,69,1810,1750
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-22,10497,1899,1069,13989,371,880,291,1579,1542
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-22,10714,8796,532,10566,620,700,339,1060,2496
Do not Use1,ACCOUNTLEVEL,-22,8769,2530,12787,11325,512,743,417,1686,2056
Oil Chem Research Corp,ACCOUNTLEVEL,-22,4600,3291,14495,2704,606,802,409,1330,1730
LICK ELEVATOR,ACCOUNTLEVEL,-22,6059,12760,12869,3741,645,692,24,1581,1911
Quanex Screens LLC,ACCOUNTLEVEL,-22,7644,8351,6723,14593,587,835,183,1147,2122
A and T unlimit Limited,ACCOUNTLEVEL,-21,5783,7749,1022,676,633,1066,252,1967,1636
Sienna Gold Ltd,ACCOUNTLEVEL,-21,5141,2436,9193,14937,581,853,220,1851,1836
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-21,6065,12560,6721,1214,462,994,242,1455,2043
Murex N.A. Ltd,ACCOUNTLEVEL,-21,9917,3658,4651,11099,659,606,33,1436,2016
Via Systems,ACCOUNTLEVEL,-21,270,1104,4351,3837,439,725,377,1081,2176
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-21,7920,1478,12095,7932,651,729,192,1378,1943
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-21,5699,4997,8660,172,365,907,480,1944,1590
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-21,10439,12959,7022,9549,664,738,434,1491,1729
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-21,4424,8898,3261,3142,325,858,146,1073,2355
Anunay Fab Ltd,ACCOUNTLEVEL,-21,7824,8918,4936,14051,541,608,90,1711,2197
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-21,5918,10534,9691,3994,374,910,414,1491,1653
Jadow B & Sons Inc,ACCOUNTLEVEL,-21,3396,14553,13572,13558,577,693,164,1581,2048
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-21,13993,13495,2662,5713,408,895,383,1802,2242
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-21,14408,9479,1388,5519,770,898,434,1479,2126
Alltech Automotive LLC,ACCOUNTLEVEL,-21,5156,5338,8984,12827,369,974,111,1540,1790
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-21,14560,819,10765,1819,632,801,90,1614,2105
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-21,6478,5020,11084,6556,320,606,57,1041,1921
ATTEBURY GRAIN,ACCOUNTLEVEL,-21,914,13451,3576,11344,792,875,54,1592,2211
Vicor,ACCOUNTLEVEL,-21,7197,6096,14609,11238,596,683,14,1793,1676
Baja Inc,ACCOUNTLEVEL,-21,2853,1789,12118,6023,352,1019,421,1426,1842
National Assn of Printing Ink,ACCOUNTLEVEL,-21,6086,14561,14118,10215,559,639,259,1451,1610
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-21,9709,9544,6164,9444,507,751,485,1328,1672
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-21,14822,8851,12484,1674,791,952,252,1518,1629
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-21,3578,13104,9268,4258,748,866,231,1782,2258
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-21,2268,8400,4251,135,399,849,442,1494,2316
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-21,5534,4888,10896,9895,518,872,386,1839,1831
Triumph Tool NC Inc,ACCOUNTLEVEL,-21,3565,9367,1661,8785,778,641,495,1656,2375
Darta NV,ACCOUNTLEVEL,-21,10923,11319,5038,11141,545,1067,290,1846,2417
COTY UK LTD,ACCOUNTLEVEL,-21,2968,4148,9541,1269,512,931,339,1055,1615
Deal Partners Limited,ACCOUNTLEVEL,-21,12212,8088,11276,3917,476,666,191,1262,2171
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-21,9828,5026,2001,8244,635,914,411,1852,1785
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-21,6189,12250,12957,8924,490,827,55,1688,2309
GKN Sinter Metals,ACCOUNTLEVEL,-21,565,14377,4139,2996,324,601,130,1600,2261
AGENCE PRESSE,ACCOUNTLEVEL,-21,9633,5160,14827,5278,311,714,325,1451,1707
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-21,3334,2078,7800,5047,457,816,378,1995,1859
AUREA SOFTWARE INC,ACCOUNTLEVEL,-21,13684,11904,8867,8938,727,698,133,1500,1930
Ocean Sports Wear,ACCOUNTLEVEL,-21,14125,14080,6800,12639,668,673,209,1343,1705
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-21,8663,12989,14377,895,785,866,493,1369,1724
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-21,5261,9051,832,5604,502,723,382,1537,2481
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-21,11080,11196,4798,11697,467,752,89,1250,2127
UNIFOODS SA DE CV,ACCOUNTLEVEL,-21,3596,14846,11083,6113,744,1015,90,1835,2449
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-21,9257,14744,6624,1923,478,987,128,1484,2331
JARDINS DE NORTENE,ACCOUNTLEVEL,-21,4924,3515,9580,203,305,939,161,1872,2163
Terry Store age spa,ACCOUNTLEVEL,-21,14023,2645,8812,4000,437,912,350,1734,1652
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-21,11526,3190,6289,7360,785,740,429,1054,2489
ST. CLAIR SERVICE,ACCOUNTLEVEL,-21,8478,14149,5444,7948,649,794,93,1887,2021
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-21,3299,5391,7238,13304,355,819,99,1056,1631
CARNES KM SA DE CV,ACCOUNTLEVEL,-21,9560,8799,14781,13225,768,820,390,1108,1833
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-21,9574,14398,3562,7773,529,813,260,1020,1734
COMNET SA DE CV,ACCOUNTLEVEL,-21,11716,1826,2251,535,612,845,366,1711,2302
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-21,5018,9694,12444,9688,601,1023,497,1354,1513
FRUITCORP SA DE CV,ACCOUNTLEVEL,-21,237,13993,3671,3832,723,801,319,1889,2193
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-21,6601,6396,11599,13971,416,651,245,1981,1894
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-21,1252,2352,4422,12018,755,926,83,1705,2307
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-21,2701,7006,6481,12456,379,952,219,1856,1805
K & S Contractors Supply Co,ACCOUNTLEVEL,-21,8194,2438,1395,7614,459,836,122,1621,1794
Tioga Hardwoods Inc,ACCOUNTLEVEL,-21,12685,12746,4560,8564,307,936,223,1480,1954
GHCL Limited,ACCOUNTLEVEL,-21,8111,2173,6033,11900,582,635,52,1883,1662
Motion Industries Inc.,ACCOUNTLEVEL,-21,6893,1788,8177,11199,523,1065,495,1117,2089
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-21,10992,5820,8390,14035,642,1012,408,1600,2312
Quantum Foods,ACCOUNTLEVEL,-21,8972,6148,4687,686,428,974,299,1988,2079
Family Magazine,ACCOUNTLEVEL,-21,6681,7166,9995,7173,386,1083,489,1036,1508
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-21,6364,14870,5694,4748,687,951,471,1750,2164
Innovative Laser Inc,ACCOUNTLEVEL,-21,8114,9064,2450,5886,389,660,310,1598,1683
Addis Housewares Ltd,ACCOUNTLEVEL,-21,14479,9755,9115,11116,599,926,499,1261,1805
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-21,12653,3610,1565,2266,441,770,101,1908,1783
APLNG,ACCOUNTLEVEL,-21,14595,2602,12942,2883,704,618,271,1703,2293
Quince Hungary Kft,ACCOUNTLEVEL,-21,4588,6974,4752,5422,691,675,283,1109,2330
Jandel Scientific Inc.,ACCOUNTLEVEL,-21,10254,3462,375,6590,402,898,347,1915,1598
Viking Tool & Steel,ACCOUNTLEVEL,-21,1260,13880,8963,908,457,1094,185,1543,2179
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-21,4241,13534,10384,9788,700,870,62,1158,2318
MAPE USA,ACCOUNTLEVEL,-21,2581,8245,5835,12144,341,1050,476,1576,1714
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-21,8611,5478,2324,8951,606,857,124,1300,1909
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-21,9455,10629,1364,1563,464,1031,263,1432,2179
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-21,7651,2477,4489,7152,794,1061,7,1778,1814
M&M SERVICE CO,ACCOUNTLEVEL,-21,2094,13487,5243,5785,480,965,32,1134,2423
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-21,10553,14453,2720,5655,695,1038,467,1178,1710
L and P Financial Services Co,ACCOUNTLEVEL,-21,5998,8084,8418,11942,658,1090,231,1092,1752
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-21,10773,11315,9654,8088,470,807,276,1199,1651
CATMADER SL,ACCOUNTLEVEL,-21,236,10822,2860,6820,636,834,410,1981,2347
Tekno Inc,ACCOUNTLEVEL,-21,11613,1235,9731,3032,372,691,433,1499,2305
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-21,2262,3070,1141,10445,505,903,436,1264,2096
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-21,6233,421,8652,7121,721,707,292,1620,2002
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-21,13024,5764,9814,14439,458,861,196,1526,1785
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-21,10164,12102,2618,5935,691,660,123,1376,1687
COMERGALV SA DE CV,ACCOUNTLEVEL,-21,7111,5483,3821,5608,499,766,232,1198,2313
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-21,5716,1655,10832,7555,329,707,37,1706,2427
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-21,4489,10646,8470,8752,578,1079,322,1699,1533
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-21,1590,9611,13066,12869,570,787,353,1976,1556
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-21,170,4006,1368,8596,523,1071,378,1461,2106
