JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 71,INSTANCELEVEL,-26,Production Instance -1,Oakland Carbide Engineering & - Production Instance -1,55,48,92,121,239,9,111,6773,19531
Adoption Test - Account 72,INSTANCELEVEL,-26,Production Instance -1,Ocean Sports - Production Instance -1,47,43,180,18,169,31,529,976,11489
Adoption Test - Account 73,INSTANCELEVEL,-26,Production Instance -1,Ocean Sports Wear - Production Instance -1,49,11,89,42,229,18,248,812,4201
Adoption Test - Account 74,INSTANCELEVEL,-26,Production Instance -1,OKeeffes Inc - Production Instance -1,46,35,65,90,246,41,645,4454,3218
Adoption Test - Account 75,INSTANCELEVEL,-26,Production Instance -1,P & C Food Markets Inc - Production Instance -1,88,38,184,100,223,9,885,6276,17672
Adoption Test - Account 76,INSTANCELEVEL,-26,Production Instance -1,P.S.C. - Production Instance -1,48,39,186,133,190,7,70,247,14047
Adoption Test - Account 77,INSTANCELEVEL,-26,Production Instance -1,PacDevco Inc - Production Instance -1,67,29,123,126,212,8,869,9777,1858
Adoption Test - Account 78,INSTANCELEVEL,-26,Production Instance -1,Pace Press Inc - Production Instance -1,22,11,52,132,246,47,782,4576,7878
Adoption Test - Account 79,INSTANCELEVEL,-26,Production Instance -1,Purity-Supreme Inc. - Production Instance -1,43,48,194,64,100,49,405,9359,6301
Adoption Test - Account 80,INSTANCELEVEL,-26,Production Instance -1,Quadrex Corp - Production Instance -1,91,13,75,129,195,52,375,4425,9695
Adoption Test - Account 81,INSTANCELEVEL,-26,Production Instance -1,Quaker Fashions - Production Instance -1,91,39,56,111,232,53,143,9857,15047
Adoption Test - Account 82,INSTANCELEVEL,-26,Production Instance -1,Queensborough Public Library - Production Instance -1,9,30,197,35,135,52,908,2206,1819
Adoption Test - Account 83,INSTANCELEVEL,-26,Production Instance -1,Quinn/Brein Inc - Production Instance -1,59,30,69,47,106,34,298,3224,2764
Adoption Test - Account 84,INSTANCELEVEL,-26,Production Instance -1,Quota Systems Inc. - Production Instance -1,35,33,64,4,164,51,648,9584,2584
Adoption Test - Account 85,INSTANCELEVEL,-26,Production Instance -1,R-F Industries Inc - Production Instance -1,0,16,112,79,163,3,970,1273,4589
Adoption Test - Account 86,INSTANCELEVEL,-26,Production Instance -1,Raceway Engines - Production Instance -1,75,34,190,16,152,57,972,8891,16942
Adoption Test - Account 87,INSTANCELEVEL,-26,Production Instance -1,Raleigh Active Wear - Production Instance -1,54,40,119,141,126,9,641,6693,7978
Adoption Test - Account 88,INSTANCELEVEL,-26,Production Instance -1,Raleigh Co. - Production Instance -1,40,39,50,25,134,23,796,2563,14239
Adoption Test - Account 89,INSTANCELEVEL,-26,Production Instance -1,Ralston Inc. - Production Instance -1,25,10,55,126,111,21,316,957,5672
Adoption Test - Account 90,INSTANCELEVEL,-26,Production Instance -1,Sabena-Belgian World Airlines - Production Instance -1,82,40,118,2,211,56,782,4671,14853
Adoption Test - Account 91,INSTANCELEVEL,-26,Production Instance -1,Safeway Plumbing & Heating Inc - Production Instance -1,85,39,90,36,187,5,758,2407,17722
Adoption Test - Account 92,INSTANCELEVEL,-26,Production Instance -1,Saint Johns University Staten - Production Instance -1,47,36,163,91,246,37,368,5673,3841
Adoption Test - Account 93,INSTANCELEVEL,-26,Production Instance -1,Star Markets - Production Instance -1,55,26,133,128,233,7,750,567,10643
Adoption Test - Account 94,INSTANCELEVEL,-26,Production Instance -1,State House Active Wear - Production Instance -1,86,48,194,39,179,26,811,2613,14745
Adoption Test - Account 95,INSTANCELEVEL,-26,Production Instance -1,Tapecon Inc - Production Instance -1,2,30,77,57,224,25,91,9214,4836
Adoption Test - Account 96,INSTANCELEVEL,-26,Production Instance -1,TDA Industries Inc - Production Instance -1,7,19,96,131,214,13,740,6171,5977
Adoption Test - Account 97,INSTANCELEVEL,-26,Production Instance -1,TEAC Corp. of America - Production Instance -1,89,30,150,60,178,44,485,2020,17176
Adoption Test - Account 98,INSTANCELEVEL,-26,Production Instance -1,Tech Fire & Safety Company - Production Instance -1,32,13,141,113,153,37,318,7334,5465
Adoption Test - Account 99,INSTANCELEVEL,-26,Production Instance -1,Teradyne - Production Instance -1,8,46,198,6,121,18,52,8932,19669
Adoption Test - Account 100,INSTANCELEVEL,-26,Production Instance -1,UBAF Arab American Bank - Production Instance -1,96,47,66,86,146,10,897,6966,19532
Adoption Test - Account 101,INSTANCELEVEL,-26,Production Instance -1,UniAmerica Inc - Production Instance -1,29,36,187,16,139,51,520,8068,7832
Adoption Test - Account 102,INSTANCELEVEL,-26,Production Instance -1,Union Flights - Production Instance -1,28,27,181,49,176,29,129,4033,14436
Adoption Test - Account 103,INSTANCELEVEL,-26,Production Instance -1,United Artists Theater Circuit - Production Instance -1,24,31,160,99,188,55,18,7911,921
Adoption Test - Account 104,INSTANCELEVEL,-26,Production Instance -1,United Can Co. - Production Instance -1,27,30,84,112,213,40,868,7081,9697
Adoption Test - Account 105,INSTANCELEVEL,-26,Production Instance -1,Veritas Software - Production Instance -1,20,21,50,75,242,34,563,1645,7818
Adoption Test - Account 106,INSTANCELEVEL,-26,Production Instance -1,Via Systems - Production Instance -1,75,47,53,134,205,40,751,5984,555
Adoption Test - Account 107,INSTANCELEVEL,-26,Production Instance -1,Vicor - Production Instance -1,16,19,189,5,159,52,492,5035,2280
Adoption Test - Account 108,INSTANCELEVEL,-26,Production Instance -1,Volga Boats - Production Instance -1,96,37,126,78,224,23,282,3641,15676
Adoption Test - Account 109,INSTANCELEVEL,-26,Production Instance -1,Vyrex - Production Instance -1,27,45,110,149,194,45,486,9872,19689
Adoption Test - Account 110,INSTANCELEVEL,-26,Production Instance -1,Wallys World - Production Instance -1,51,13,122,14,249,40,161,9253,9059
Adoption Test - Account 111,INSTANCELEVEL,-26,Production Instance -1,Westend Dealers - Production Instance -1,52,10,190,40,185,57,106,4980,19978
Adoption Test - Account 112,INSTANCELEVEL,-26,Production Instance -1,Westinghouse Corporation - Production Instance -1,48,45,135,67,217,27,658,246,11538
Adoption Test - Account 113,INSTANCELEVEL,-26,Production Instance -1,Wind & Rain - Production Instance -1,58,16,96,56,214,14,591,3096,8436
Adoption Test - Account 114,INSTANCELEVEL,-26,Production Instance -1,Wyse Corp. - Production Instance -1,27,29,57,6,137,60,542,8193,10240
Adoption Test - Account 115,INSTANCELEVEL,-26,Production Instance -1,Xerox - Production Instance -1,96,10,94,61,164,5,927,2870,16343
Adoption Test - Account 116,INSTANCELEVEL,-26,Production Instance -1,Yesterday Productions Corp. - Production Instance -1,39,40,149,115,241,40,14,5159,3331
Adoption Test - Account 117,INSTANCELEVEL,-26,Production Instance -1,Ziff-Davis Labs - Production Instance -1,48,46,81,40,166,6,566,6202,17243
Adoption Test - Account 118,INSTANCELEVEL,-26,Production Instance -1,Zoo Gift Shop - Production Instance -1,89,34,162,107,138,46,47,729,10437
Adoption Test - Account 1,INSTANCELEVEL,-25,Production Instance -1,AAR Corp Hardware Abscoa Division - Production Instance -1,42,42,53,24,172,44,78,4685,2750
Adoption Test - Account 2,INSTANCELEVEL,-25,Production Instance -1,Abacus Programming Corporation - Production Instance -1,36,39,161,148,119,41,341,3686,10763
Adoption Test - Account 3,INSTANCELEVEL,-25,Production Instance -1,Abberley Kooiman - Production Instance -1,98,44,157,26,243,16,83,4549,18833
Adoption Test - Account 4,INSTANCELEVEL,-25,Production Instance -1,Abbett Electric Corp - Production Instance -1,63,13,156,9,212,23,262,5067,666
Adoption Test - Account 5,INSTANCELEVEL,-25,Production Instance -1,Abbey Press Inc - Production Instance -1,79,41,76,93,149,46,548,5632,3696
Adoption Test - Account 6,INSTANCELEVEL,-25,Production Instance -1,Bachman Information System Inc. - Production Instance -1,20,14,85,18,154,41,481,7156,9024
Adoption Test - Account 7,INSTANCELEVEL,-25,Production Instance -1,Back Stage Magazine - Production Instance -1,11,15,111,76,153,25,776,4644,1956
Adoption Test - Account 8,INSTANCELEVEL,-25,Production Instance -1,Baker & McKenzie - Production Instance -1,48,29,151,54,208,34,865,608,10653
Adoption Test - Account 9,INSTANCELEVEL,-25,Production Instance -1,Balfour Maclaine International - Production Instance -1,87,20,176,101,133,42,808,3657,15408
Adoption Test - Account 10,INSTANCELEVEL,-25,Production Instance -1,Ball & Socket Mfg Co - Production Instance -1,86,15,168,130,155,36,102,642,15226
Adoption Test - Account 11,INSTANCELEVEL,-25,Production Instance -1,Caco-Pacific Corp. - Production Instance -1,27,42,70,26,199,57,936,7895,2504
Adoption Test - Account 12,INSTANCELEVEL,-25,Production Instance -1,CADAM Inc. - Production Instance -1,55,32,178,33,206,8,815,1400,14142
Adoption Test - Account 13,INSTANCELEVEL,-25,Production Instance -1,Cadbury Beverages Div Cadbury - Production Instance -1,43,47,135,140,190,49,424,1494,1133
Adoption Test - Account 14,INSTANCELEVEL,-25,Production Instance -1,Cahn Instruments Inc - Production Instance -1,41,32,122,19,100,40,109,3724,12361
Adoption Test - Account 15,INSTANCELEVEL,-25,Production Instance -1,Cal-Pac Roofing Inc - Production Instance -1,77,30,126,76,165,6,276,2694,10063
Adoption Test - Account 16,INSTANCELEVEL,-25,Production Instance -1,Dai-Ichi Kangyo Bank - Production Instance -1,25,26,73,21,200,5,818,5156,12541
Adoption Test - Account 17,INSTANCELEVEL,-25,Production Instance -1,Daisy of California - Production Instance -1,48,22,156,130,105,36,690,7480,17770
Adoption Test - Account 18,INSTANCELEVEL,-25,Production Instance -1,Daley Business Forms - Production Instance -1,13,24,146,41,137,11,760,1670,13271
Adoption Test - Account 19,INSTANCELEVEL,-25,Production Instance -1,Dame Belts & Bag Co Inc - Production Instance -1,63,48,148,48,186,11,835,3114,14712
Adoption Test - Account 20,INSTANCELEVEL,-25,Production Instance -1,Dana Marketing Inc - Production Instance -1,33,17,61,108,195,7,383,9470,2290
Adoption Test - Account 21,INSTANCELEVEL,-25,Production Instance -1,East Bay Brass Foundry - Production Instance -1,4,14,74,69,181,55,612,8316,9423
Adoption Test - Account 22,INSTANCELEVEL,-25,Production Instance -1,East Coast Traders - Production Instance -1,64,32,75,138,149,15,792,48,18783
Adoption Test - Account 23,INSTANCELEVEL,-25,Production Instance -1,East/West Computers Inc - Production Instance -1,31,44,117,24,184,18,803,7438,16159
Adoption Test - Account 24,INSTANCELEVEL,-25,Production Instance -1,Eastern Municipal Water Distri - Production Instance -1,83,30,186,112,152,24,612,6403,17439
Adoption Test - Account 25,INSTANCELEVEL,-25,Production Instance -1,Eastman Kodak Company Health Sciences Division - Production Instance -1,11,42,121,29,183,28,108,2760,3858
Adoption Test - Account 26,INSTANCELEVEL,-25,Production Instance -1,Facts on File Newsletter - Production Instance -1,61,43,138,114,151,42,709,8313,222
Adoption Test - Account 27,INSTANCELEVEL,-25,Production Instance -1,Family Magazine - Production Instance -1,69,34,98,21,224,21,0,1331,15712
Adoption Test - Account 28,INSTANCELEVEL,-25,Production Instance -1,Fedder RP Corp - Production Instance -1,38,21,96,138,101,10,240,8900,5475
Adoption Test - Account 29,INSTANCELEVEL,-25,Production Instance -1,Fell David H & Company Inc - Production Instance -1,14,48,197,63,229,32,266,766,4014
Adoption Test - Account 30,INSTANCELEVEL,-25,Production Instance -1,Ferrara Foods & Confections - Production Instance -1,53,45,112,112,174,41,349,7341,1025
Adoption Test - Account 31,INSTANCELEVEL,-25,Production Instance -1,G Group - Production Instance -1,56,30,139,64,205,45,185,4486,4180
Adoption Test - Account 32,INSTANCELEVEL,-25,Production Instance -1,G-L Veneer Co Inc. - Production Instance -1,28,35,137,112,182,19,968,5922,15117
Adoption Test - Account 33,INSTANCELEVEL,-25,Production Instance -1,Galbreath Co - Production Instance -1,98,13,110,145,130,55,375,2326,11409
Adoption Test - Account 34,INSTANCELEVEL,-25,Production Instance -1,Gallo Ernst & Julio Winery - Production Instance -1,59,14,89,44,191,56,420,5206,771
Adoption Test - Account 35,INSTANCELEVEL,-25,Production Instance -1,Gamblers Anonymous - Production Instance -1,96,49,182,147,221,36,934,5798,17101
Adoption Test - Account 36,INSTANCELEVEL,-25,Production Instance -1,Halcyon Assoc - Production Instance -1,6,49,187,67,157,15,478,1946,5422
Adoption Test - Account 37,INSTANCELEVEL,-25,Production Instance -1,Hambro International Venture F - Production Instance -1,19,19,112,49,127,28,697,3156,16666
Adoption Test - Account 38,INSTANCELEVEL,-25,Production Instance -1,Hardy James G & Co - Production Instance -1,52,15,173,21,212,15,55,100,12773
Adoption Test - Account 39,INSTANCELEVEL,-25,Production Instance -1,Harkavy Information Service - Production Instance -1,57,31,157,61,160,20,296,6917,5771
Adoption Test - Account 40,INSTANCELEVEL,-25,Production Instance -1,Harken Marketing Co - Production Instance -1,3,44,158,85,117,16,123,3320,6382
Adoption Test - Account 41,INSTANCELEVEL,-25,Production Instance -1,IBIS Systems Inc. - Production Instance -1,47,40,112,76,129,48,131,2227,15031
Adoption Test - Account 42,INSTANCELEVEL,-25,Production Instance -1,IBK Capital Inc - Production Instance -1,5,48,119,46,156,8,944,8942,12149
Adoption Test - Account 43,INSTANCELEVEL,-25,Production Instance -1,IBM Corp Data Systems Div - Production Instance -1,51,40,58,132,129,41,218,9340,10848
Adoption Test - Account 44,INSTANCELEVEL,-25,Production Instance -1,ICM Corp - Production Instance -1,55,13,72,116,247,29,837,4819,11204
Adoption Test - Account 45,INSTANCELEVEL,-25,Production Instance -1,ImageTek Corp - Production Instance -1,8,36,95,144,150,13,7,9182,1198
Adoption Test - Account 46,INSTANCELEVEL,-25,Production Instance -1,Jadow B & Sons Inc - Production Instance -1,47,17,77,67,248,8,645,3555,18187
Adoption Test - Account 47,INSTANCELEVEL,-25,Production Instance -1,Jaff Brothers Woodworks Inc - Production Instance -1,12,35,158,142,130,57,169,6798,15928
Adoption Test - Account 48,INSTANCELEVEL,-25,Production Instance -1,Jandel Scientific Inc. - Production Instance -1,99,38,159,4,196,14,91,6348,2285
Adoption Test - Account 49,INSTANCELEVEL,-25,Production Instance -1,Japanese American Citizens Lea - Production Instance -1,41,38,60,110,181,47,176,5612,13811
Adoption Test - Account 50,INSTANCELEVEL,-25,Production Instance -1,K & S Contractors Supply Co - Production Instance -1,11,19,77,23,207,26,341,9159,357
Adoption Test - Account 51,INSTANCELEVEL,-25,Production Instance -1,Kahlert Assoc Inc - Production Instance -1,29,42,100,35,196,59,549,3872,3036
Adoption Test - Account 52,INSTANCELEVEL,-25,Production Instance -1,Kaiser Steel Resources Inc - Production Instance -1,50,47,103,8,204,52,521,5071,3160
Adoption Test - Account 53,INSTANCELEVEL,-25,Production Instance -1,Karabelas Furs Inc - Production Instance -1,63,15,177,88,217,41,332,9702,1344
Adoption Test - Account 54,INSTANCELEVEL,-25,Production Instance -1,Karpen & Steel Products Inc - Production Instance -1,69,36,133,53,131,48,464,1180,15688
Adoption Test - Account 55,INSTANCELEVEL,-25,Production Instance -1,La Costa Hotel & Spa - Production Instance -1,77,37,54,19,201,10,672,2286,5168
Adoption Test - Account 56,INSTANCELEVEL,-25,Production Instance -1,Lafferty RF & Co Inc - Production Instance -1,85,26,125,96,104,3,554,4940,19804
Adoption Test - Account 57,INSTANCELEVEL,-25,Production Instance -1,Lake County - Production Instance -1,93,50,146,40,131,38,631,6572,4211
Adoption Test - Account 58,INSTANCELEVEL,-25,Production Instance -1,Lakeland Village - Production Instance -1,74,21,133,90,240,37,12,4962,17969
Adoption Test - Account 59,INSTANCELEVEL,-25,Production Instance -1,Lexidata Corporation - Production Instance -1,86,29,179,43,103,16,978,2064,4263
Adoption Test - Account 60,INSTANCELEVEL,-25,Production Instance -1,Madonna Construction Co - Production Instance -1,64,50,153,138,196,47,883,5797,9462
Adoption Test - Account 61,INSTANCELEVEL,-25,Production Instance -1,Magma Power Co - Production Instance -1,46,13,185,49,226,1,853,2100,10237
Adoption Test - Account 62,INSTANCELEVEL,-25,Production Instance -1,Magna Mill Products - Production Instance -1,79,33,144,62,165,36,937,4751,3196
Adoption Test - Account 63,INSTANCELEVEL,-25,Production Instance -1,Majestic Entertainment - Production Instance -1,8,35,107,139,227,51,868,1639,17768
Adoption Test - Account 64,INSTANCELEVEL,-25,Production Instance -1,Mall Side Sports - Production Instance -1,84,18,60,124,206,47,894,9956,3969
Adoption Test - Account 65,INSTANCELEVEL,-25,Production Instance -1,N/S Corp - Production Instance -1,57,22,91,122,155,20,112,1726,16067
Adoption Test - Account 66,INSTANCELEVEL,-25,Production Instance -1,Nardon Mfg Company Incorporated - Production Instance -1,33,42,51,33,218,60,360,3409,2024
Adoption Test - Account 67,INSTANCELEVEL,-25,Production Instance -1,Nash Direct - Production Instance -1,88,28,82,49,125,4,71,4337,4247
Adoption Test - Account 68,INSTANCELEVEL,-25,Production Instance -1,National Assn of Printing Ink - Production Instance -1,4,29,148,3,139,33,925,1291,13088
